WINDOW	CHROM	CHROM_WINDOW	STRAIN	GROUP	MEAN_COVERAGE	MEDIAN_COVERAGE	GENE_COUNT
279	Supercontig_1.7	14	C4.9L1	C4.9L1	1.10	1.10	20
279	Supercontig_1.7	14	C5.9L2	C5.9L2	1.09	1.11	20
279	Supercontig_1.7	14	C6.9L3	C6.9L3	1.11	1.11	20
279	Supercontig_1.7	14	C7.9L4	C7.9L4	1.08	1.09	20
279	Supercontig_1.7	14	C8.9M1	C8.9M1	1.10	1.11	20
279	Supercontig_1.7	14	C9.9M2	C9.9M2	1.04	1.05	20
279	Supercontig_1.7	14	ctl1.AL1B	ctl1.AL1B	1.00	1.01	20
279	Supercontig_1.7	14	ctl2.AL1B	ctl2.AL1B	1.00	1.02	20
279	Supercontig_1.7	14	ctl3.C9L1	ctl3.C9L1	1.03	1.04	20
280	Supercontig_1.7	15	A10.L4C	A10.L4C	0.95	0.95	20
280	Supercontig_1.7	15	A11.L11G	A11.L11G	0.90	0.91	20
280	Supercontig_1.7	15	A12.L10B	A12.L10B	0.95	0.96	20
280	Supercontig_1.7	15	A13.L3B	A13.L3B	0.99	0.98	20
280	Supercontig_1.7	15	A14.L4E	A14.L4E	0.95	0.95	20
280	Supercontig_1.7	15	A15.L4G	A15.L4G	0.85	0.83	20
280	Supercontig_1.7	15	A16.L7C	A16.L7C	0.89	0.88	20
280	Supercontig_1.7	15	A17.L1B	A17.L1B	0.97	0.98	20
280	Supercontig_1.7	15	A18.S4H	A18.S4H	0.93	0.94	20
280	Supercontig_1.7	15	A19.S3B	A19.S3B	0.97	0.97	20
280	Supercontig_1.7	15	A2.U10A	A2.U10A	0.89	0.88	20
280	Supercontig_1.7	15	A20.S1E	A20.S1E	0.96	0.95	20
280	Supercontig_1.7	15	A21.S8A	A21.S8A	0.98	1.00	20
280	Supercontig_1.7	15	A22.UpperP	A22.UpperP	0.95	0.94	20
280	Supercontig_1.7	15	A23.LowerP	A23.LowerP	0.91	0.90	20
280	Supercontig_1.7	15	A24.SputuP	A24.SputuP	0.92	0.93	20
280	Supercontig_1.7	15	A3.U3G	A3.U3G	1.00	0.99	20
280	Supercontig_1.7	15	A4.U3B	A4.U3B	1.23	0.97	20
280	Supercontig_1.7	15	A5.U10D	A5.U10D	1.03	1.03	20
280	Supercontig_1.7	15	A6.U5C	A6.U5C	0.92	0.92	20
280	Supercontig_1.7	15	A7.U3E	A7.U3E	0.97	0.96	20
280	Supercontig_1.7	15	A8.U2E	A8.U2E	0.95	0.96	20
280	Supercontig_1.7	15	A9.L3D	A9.L3D	0.99	0.99	20
280	Supercontig_1.7	15	ATCC42720	ATCC42720	1.00	0.99	20
280	Supercontig_1.7	15	B16.1310D	B16.1310D	1.12	1.12	20
280	Supercontig_1.7	15	B17.1311G	B17.1311G	1.14	1.12	20
280	Supercontig_1.7	15	B18.1312G	B18.1312G	1.10	1.09	20
280	Supercontig_1.7	15	B19.1310A	B19.1310A	1.05	1.06	20
280	Supercontig_1.7	15	B20.1311A	B20.1311A	1.20	1.19	20
280	Supercontig_1.7	15	B21.1312A	B21.1312A	1.11	1.11	20
280	Supercontig_1.7	15	B22.134E	B22.134E	1.08	1.07	20
280	Supercontig_1.7	15	B23.133H	B23.133H	1.03	1.03	20
280	Supercontig_1.7	15	B24.133F	B24.133F	1.08	1.08	20
280	Supercontig_1.7	15	B25.135C	B25.135C	1.11	1.10	20
280	Supercontig_1.7	15	B26.131A	B26.131A	1.04	1.03	20
280	Supercontig_1.7	15	B27.136A	B27.136A	1.06	1.05	20
280	Supercontig_1.7	15	B28.13UM	B28.13UM	1.19	1.13	20
280	Supercontig_1.7	15	B29.13MM	B29.13MM	1.20	1.17	20
280	Supercontig_1.7	15	C10.9M3	C10.9M3	1.21	1.20	20
280	Supercontig_1.7	15	C11.9M41	C11.9M41	1.26	1.25	20
280	Supercontig_1.7	15	C12.9U1	C12.9U1	1.38	1.35	20
280	Supercontig_1.7	15	C13.9U2	C13.9U2	1.06	1.05	20
280	Supercontig_1.7	15	C14.9U3	C14.9U3	1.17	1.16	20
280	Supercontig_1.7	15	C15.9U4s	C15.9U4s	1.09	1.09	20
280	Supercontig_1.7	15	C30.13LM	C30.13LM	1.10	1.11	20
280	Supercontig_1.7	15	C31.13MP	C31.13MP	1.34	1.32	20
280	Supercontig_1.7	15	C4.9L1	C4.9L1	1.21	1.20	20
280	Supercontig_1.7	15	C5.9L2	C5.9L2	1.21	1.18	20
280	Supercontig_1.7	15	C6.9L3	C6.9L3	1.24	1.24	20
280	Supercontig_1.7	15	C7.9L4	C7.9L4	1.23	1.22	20
280	Supercontig_1.7	15	C8.9M1	C8.9M1	1.24	1.23	20
280	Supercontig_1.7	15	C9.9M2	C9.9M2	1.15	1.14	20
280	Supercontig_1.7	15	ctl1.AL1B	ctl1.AL1B	1.03	1.02	20
280	Supercontig_1.7	15	ctl2.AL1B	ctl2.AL1B	1.02	1.02	20
280	Supercontig_1.7	15	ctl3.C9L1	ctl3.C9L1	1.13	1.13	20
281	Supercontig_1.7	16	A10.L4C	A10.L4C	1.02	1.02	20
281	Supercontig_1.7	16	A11.L11G	A11.L11G	1.02	1.03	20
281	Supercontig_1.7	16	A12.L10B	A12.L10B	1.06	1.04	20
281	Supercontig_1.7	16	A13.L3B	A13.L3B	1.05	1.05	20
281	Supercontig_1.7	16	A14.L4E	A14.L4E	1.03	1.05	20
281	Supercontig_1.7	16	A15.L4G	A15.L4G	0.93	0.94	20
281	Supercontig_1.7	16	A16.L7C	A16.L7C	0.99	0.98	20
281	Supercontig_1.7	16	A17.L1B	A17.L1B	1.02	1.01	20
281	Supercontig_1.7	16	A18.S4H	A18.S4H	1.07	1.07	20
281	Supercontig_1.7	16	A19.S3B	A19.S3B	1.04	1.04	20
281	Supercontig_1.7	16	A2.U10A	A2.U10A	0.99	0.97	20
281	Supercontig_1.7	16	A20.S1E	A20.S1E	1.01	1.02	20
281	Supercontig_1.7	16	A21.S8A	A21.S8A	1.06	1.06	20
281	Supercontig_1.7	16	A22.UpperP	A22.UpperP	1.06	1.04	20
281	Supercontig_1.7	16	A23.LowerP	A23.LowerP	1.01	1.01	20
281	Supercontig_1.7	16	A24.SputuP	A24.SputuP	1.04	1.06	20
281	Supercontig_1.7	16	A3.U3G	A3.U3G	1.12	1.10	20
281	Supercontig_1.7	16	A4.U3B	A4.U3B	1.04	1.04	20
281	Supercontig_1.7	16	A5.U10D	A5.U10D	1.13	1.14	20
281	Supercontig_1.7	16	A6.U5C	A6.U5C	1.00	1.00	20
281	Supercontig_1.7	16	A7.U3E	A7.U3E	1.07	1.08	20
281	Supercontig_1.7	16	A8.U2E	A8.U2E	1.05	1.04	20
281	Supercontig_1.7	16	A9.L3D	A9.L3D	1.08	1.09	20
281	Supercontig_1.7	16	ATCC42720	ATCC42720	1.12	1.11	20
281	Supercontig_1.7	16	B16.1310D	B16.1310D	1.17	1.17	20
281	Supercontig_1.7	16	B17.1311G	B17.1311G	1.24	1.25	20
281	Supercontig_1.7	16	B18.1312G	B18.1312G	1.19	1.20	20
281	Supercontig_1.7	16	B19.1310A	B19.1310A	1.12	1.12	20
281	Supercontig_1.7	16	B20.1311A	B20.1311A	1.32	1.33	20
281	Supercontig_1.7	16	B21.1312A	B21.1312A	1.18	1.16	20
281	Supercontig_1.7	16	B22.134E	B22.134E	1.14	1.15	20
281	Supercontig_1.7	16	B23.133H	B23.133H	1.08	1.08	20
281	Supercontig_1.7	16	B24.133F	B24.133F	1.11	1.11	20
281	Supercontig_1.7	16	B25.135C	B25.135C	1.18	1.19	20
281	Supercontig_1.7	16	B26.131A	B26.131A	1.14	1.15	20
281	Supercontig_1.7	16	B27.136A	B27.136A	1.14	1.14	20
281	Supercontig_1.7	16	B28.13UM	B28.13UM	1.23	1.25	20
281	Supercontig_1.7	16	B29.13MM	B29.13MM	1.20	1.18	20
281	Supercontig_1.7	16	C10.9M3	C10.9M3	1.38	1.40	20
281	Supercontig_1.7	16	C11.9M41	C11.9M41	1.42	1.42	20
281	Supercontig_1.7	16	C12.9U1	C12.9U1	1.58	1.57	20
281	Supercontig_1.7	16	C13.9U2	C13.9U2	1.14	1.13	20
281	Supercontig_1.7	16	C14.9U3	C14.9U3	1.27	1.27	20
281	Supercontig_1.7	16	C15.9U4s	C15.9U4s	1.16	1.17	20
281	Supercontig_1.7	16	C30.13LM	C30.13LM	1.17	1.18	20
281	Supercontig_1.7	16	C31.13MP	C31.13MP	1.47	1.47	20
281	Supercontig_1.7	16	C4.9L1	C4.9L1	1.36	1.39	20
281	Supercontig_1.7	16	C5.9L2	C5.9L2	1.34	1.33	20
281	Supercontig_1.7	16	C6.9L3	C6.9L3	1.39	1.39	20
281	Supercontig_1.7	16	C7.9L4	C7.9L4	1.42	1.42	20
281	Supercontig_1.7	16	C8.9M1	C8.9M1	1.44	1.44	20
281	Supercontig_1.7	16	C9.9M2	C9.9M2	1.30	1.30	20
281	Supercontig_1.7	16	ctl1.AL1B	ctl1.AL1B	1.09	1.11	20
281	Supercontig_1.7	16	ctl2.AL1B	ctl2.AL1B	1.09	1.08	20
281	Supercontig_1.7	16	ctl3.C9L1	ctl3.C9L1	1.23	1.23	20
282	Supercontig_1.7	17	A10.L4C	A10.L4C	1.15	1.18	20
282	Supercontig_1.7	17	A11.L11G	A11.L11G	1.07	1.10	20
282	Supercontig_1.7	17	A12.L10B	A12.L10B	1.25	1.28	20
282	Supercontig_1.7	17	A13.L3B	A13.L3B	1.17	1.21	20
282	Supercontig_1.7	17	A14.L4E	A14.L4E	1.15	1.21	20
282	Supercontig_1.7	17	A15.L4G	A15.L4G	1.13	1.19	20
282	Supercontig_1.7	17	A16.L7C	A16.L7C	1.16	1.20	20
282	Supercontig_1.7	17	A17.L1B	A17.L1B	1.17	1.17	20
282	Supercontig_1.7	17	A18.S4H	A18.S4H	1.09	1.12	20
282	Supercontig_1.7	17	A19.S3B	A19.S3B	1.15	1.19	20
282	Supercontig_1.7	17	A2.U10A	A2.U10A	1.17	1.22	20
282	Supercontig_1.7	17	A20.S1E	A20.S1E	1.16	1.21	20
282	Supercontig_1.7	17	A21.S8A	A21.S8A	1.11	1.16	20
282	Supercontig_1.7	17	A22.UpperP	A22.UpperP	1.14	1.17	20
282	Supercontig_1.7	17	A23.LowerP	A23.LowerP	1.12	1.15	20
282	Supercontig_1.7	17	A24.SputuP	A24.SputuP	1.11	1.14	20
282	Supercontig_1.7	17	A3.U3G	A3.U3G	1.21	1.23	20
282	Supercontig_1.7	17	A4.U3B	A4.U3B	1.13	1.17	20
282	Supercontig_1.7	17	A5.U10D	A5.U10D	1.17	1.19	20
282	Supercontig_1.7	17	A6.U5C	A6.U5C	1.10	1.12	20
282	Supercontig_1.7	17	A7.U3E	A7.U3E	1.24	1.31	20
282	Supercontig_1.7	17	A8.U2E	A8.U2E	1.19	1.23	20
282	Supercontig_1.7	17	A9.L3D	A9.L3D	1.18	1.22	20
282	Supercontig_1.7	17	ATCC42720	ATCC42720	1.26	1.25	20
282	Supercontig_1.7	17	B16.1310D	B16.1310D	1.27	1.33	20
282	Supercontig_1.7	17	B17.1311G	B17.1311G	1.28	1.33	20
282	Supercontig_1.7	17	B18.1312G	B18.1312G	1.28	1.33	20
282	Supercontig_1.7	17	B19.1310A	B19.1310A	1.16	1.21	20
282	Supercontig_1.7	17	B20.1311A	B20.1311A	1.41	1.47	20
282	Supercontig_1.7	17	B21.1312A	B21.1312A	1.27	1.30	20
282	Supercontig_1.7	17	B22.134E	B22.134E	1.20	1.25	20
282	Supercontig_1.7	17	B23.133H	B23.133H	1.20	1.25	20
282	Supercontig_1.7	17	B24.133F	B24.133F	1.19	1.23	20
282	Supercontig_1.7	17	B25.135C	B25.135C	1.19	1.26	20
282	Supercontig_1.7	17	B26.131A	B26.131A	1.19	1.23	20
282	Supercontig_1.7	17	B27.136A	B27.136A	1.16	1.21	20
282	Supercontig_1.7	17	B28.13UM	B28.13UM	1.29	1.35	20
282	Supercontig_1.7	17	B29.13MM	B29.13MM	1.28	1.34	20
282	Supercontig_1.7	17	C10.9M3	C10.9M3	1.47	1.55	20
282	Supercontig_1.7	17	C11.9M41	C11.9M41	1.50	1.60	20
282	Supercontig_1.7	17	C12.9U1	C12.9U1	1.65	1.76	20
282	Supercontig_1.7	17	C13.9U2	C13.9U2	1.17	1.23	20
282	Supercontig_1.7	17	C14.9U3	C14.9U3	1.31	1.37	20
282	Supercontig_1.7	17	C15.9U4s	C15.9U4s	1.22	1.27	20
282	Supercontig_1.7	17	C30.13LM	C30.13LM	1.25	1.29	20
282	Supercontig_1.7	17	C31.13MP	C31.13MP	1.58	1.65	20
282	Supercontig_1.7	17	C4.9L1	C4.9L1	1.38	1.46	20
282	Supercontig_1.7	17	C5.9L2	C5.9L2	1.38	1.45	20
282	Supercontig_1.7	17	C6.9L3	C6.9L3	1.43	1.50	20
282	Supercontig_1.7	17	C7.9L4	C7.9L4	1.49	1.57	20
282	Supercontig_1.7	17	C8.9M1	C8.9M1	1.49	1.56	20
282	Supercontig_1.7	17	C9.9M2	C9.9M2	1.35	1.41	20
282	Supercontig_1.7	17	ctl1.AL1B	ctl1.AL1B	1.15	1.20	20
282	Supercontig_1.7	17	ctl2.AL1B	ctl2.AL1B	1.14	1.18	20
282	Supercontig_1.7	17	ctl3.C9L1	ctl3.C9L1	1.30	1.38	20
283	Supercontig_1.7	18	A10.L4C	A10.L4C	0.25	0.08	7
283	Supercontig_1.7	18	A11.L11G	A11.L11G	0.24	0.08	7
283	Supercontig_1.7	18	A12.L10B	A12.L10B	0.29	0.09	7
283	Supercontig_1.7	18	A13.L3B	A13.L3B	0.25	0.08	7
283	Supercontig_1.7	18	A14.L4E	A14.L4E	0.26	0.08	7
283	Supercontig_1.7	18	A15.L4G	A15.L4G	0.38	0.17	7
283	Supercontig_1.7	18	A16.L7C	A16.L7C	0.28	0.09	7
283	Supercontig_1.7	18	A17.L1B	A17.L1B	0.26	0.07	7
283	Supercontig_1.7	18	A18.S4H	A18.S4H	0.33	0.16	7
283	Supercontig_1.7	18	A19.S3B	A19.S3B	0.35	0.15	7
283	Supercontig_1.7	18	A2.U10A	A2.U10A	0.27	0.08	7
283	Supercontig_1.7	18	A20.S1E	A20.S1E	0.35	0.18	7
283	Supercontig_1.7	18	A21.S8A	A21.S8A	0.32	0.14	7
283	Supercontig_1.7	18	A22.UpperP	A22.UpperP	0.29	0.10	7
283	Supercontig_1.7	18	A23.LowerP	A23.LowerP	0.28	0.12	7
283	Supercontig_1.7	18	A24.SputuP	A24.SputuP	0.33	0.13	7
283	Supercontig_1.7	18	A3.U3G	A3.U3G	0.35	0.16	7
283	Supercontig_1.7	18	A4.U3B	A4.U3B	0.26	0.07	7
283	Supercontig_1.7	18	A5.U10D	A5.U10D	0.35	0.14	7
283	Supercontig_1.7	18	A6.U5C	A6.U5C	0.33	0.16	7
283	Supercontig_1.7	18	A7.U3E	A7.U3E	0.29	0.10	7
283	Supercontig_1.7	18	A8.U2E	A8.U2E	0.38	0.16	7
283	Supercontig_1.7	18	A9.L3D	A9.L3D	0.26	0.10	7
283	Supercontig_1.7	18	ATCC42720	ATCC42720	2.06	2.74	7
283	Supercontig_1.7	18	B16.1310D	B16.1310D	0.28	0.08	7
283	Supercontig_1.7	18	B17.1311G	B17.1311G	0.29	0.09	7
283	Supercontig_1.7	18	B18.1312G	B18.1312G	0.29	0.07	7
283	Supercontig_1.7	18	B19.1310A	B19.1310A	0.26	0.07	7
283	Supercontig_1.7	18	B20.1311A	B20.1311A	0.30	0.10	7
283	Supercontig_1.7	18	B21.1312A	B21.1312A	0.29	0.07	7
283	Supercontig_1.7	18	B22.134E	B22.134E	0.26	0.07	7
283	Supercontig_1.7	18	B23.133H	B23.133H	0.29	0.09	7
283	Supercontig_1.7	18	B24.133F	B24.133F	0.26	0.08	7
283	Supercontig_1.7	18	B25.135C	B25.135C	0.27	0.07	7
283	Supercontig_1.7	18	B26.131A	B26.131A	0.36	0.13	7
283	Supercontig_1.7	18	B27.136A	B27.136A	0.24	0.07	7
283	Supercontig_1.7	18	B28.13UM	B28.13UM	0.26	0.09	7
283	Supercontig_1.7	18	B29.13MM	B29.13MM	0.24	0.07	7
283	Supercontig_1.7	18	C10.9M3	C10.9M3	0.01	0.00	7
283	Supercontig_1.7	18	C11.9M41	C11.9M41	0.01	0.00	7
283	Supercontig_1.7	18	C12.9U1	C12.9U1	0.01	0.00	7
283	Supercontig_1.7	18	C13.9U2	C13.9U2	0.01	0.00	7
283	Supercontig_1.7	18	C14.9U3	C14.9U3	0.01	0.00	7
283	Supercontig_1.7	18	C15.9U4s	C15.9U4s	0.01	0.00	7
283	Supercontig_1.7	18	C30.13LM	C30.13LM	0.27	0.07	7
283	Supercontig_1.7	18	C31.13MP	C31.13MP	0.34	0.08	7
283	Supercontig_1.7	18	C4.9L1	C4.9L1	0.01	0.00	7
283	Supercontig_1.7	18	C5.9L2	C5.9L2	0.01	0.00	7
283	Supercontig_1.7	18	C6.9L3	C6.9L3	0.01	0.00	7
283	Supercontig_1.7	18	C7.9L4	C7.9L4	0.01	0.00	7
283	Supercontig_1.7	18	C8.9M1	C8.9M1	0.01	0.00	7
283	Supercontig_1.7	18	C9.9M2	C9.9M2	0.01	0.00	7
283	Supercontig_1.7	18	ctl1.AL1B	ctl1.AL1B	0.26	0.07	7
283	Supercontig_1.7	18	ctl2.AL1B	ctl2.AL1B	0.25	0.07	7
283	Supercontig_1.7	18	ctl3.C9L1	ctl3.C9L1	0.01	0.00	7
284	Supercontig_1.8	0	A10.L4C	A10.L4C	0.80	1.05	20
284	Supercontig_1.8	0	A11.L11G	A11.L11G	1.51	2.02	20
284	Supercontig_1.8	0	A12.L10B	A12.L10B	0.87	1.13	20
284	Supercontig_1.8	0	A13.L3B	A13.L3B	0.84	1.12	20
284	Supercontig_1.8	0	A14.L4E	A14.L4E	0.82	1.11	20
284	Supercontig_1.8	0	A15.L4G	A15.L4G	0.81	1.08	20
284	Supercontig_1.8	0	A16.L7C	A16.L7C	0.82	1.08	20
284	Supercontig_1.8	0	A17.L1B	A17.L1B	0.84	1.10	20
284	Supercontig_1.8	0	A18.S4H	A18.S4H	0.77	1.09	20
284	Supercontig_1.8	0	A19.S3B	A19.S3B	0.81	1.08	20
284	Supercontig_1.8	0	A2.U10A	A2.U10A	0.80	1.07	20
284	Supercontig_1.8	0	A20.S1E	A20.S1E	0.81	1.10	20
284	Supercontig_1.8	0	A21.S8A	A21.S8A	0.77	1.10	20
284	Supercontig_1.8	0	A22.UpperP	A22.UpperP	0.84	1.12	20
284	Supercontig_1.8	0	A23.LowerP	A23.LowerP	0.89	1.18	20
284	Supercontig_1.8	0	A24.SputuP	A24.SputuP	0.77	1.02	20
284	Supercontig_1.8	0	A3.U3G	A3.U3G	0.83	1.16	20
284	Supercontig_1.8	0	A4.U3B	A4.U3B	0.78	0.98	20
284	Supercontig_1.8	0	A5.U10D	A5.U10D	0.84	1.17	20
284	Supercontig_1.8	0	A6.U5C	A6.U5C	0.76	1.00	20
284	Supercontig_1.8	0	A7.U3E	A7.U3E	0.89	1.18	20
284	Supercontig_1.8	0	A8.U2E	A8.U2E	0.81	1.10	20
284	Supercontig_1.8	0	A9.L3D	A9.L3D	0.85	1.13	20
284	Supercontig_1.8	0	ATCC42720	ATCC42720	1.26	1.26	20
284	Supercontig_1.8	0	B16.1310D	B16.1310D	0.86	1.18	20
284	Supercontig_1.8	0	B17.1311G	B17.1311G	0.90	1.24	20
284	Supercontig_1.8	0	B18.1312G	B18.1312G	0.87	1.21	20
284	Supercontig_1.8	0	B19.1310A	B19.1310A	0.83	1.16	20
284	Supercontig_1.8	0	B20.1311A	B20.1311A	0.97	1.34	20
284	Supercontig_1.8	0	B21.1312A	B21.1312A	0.87	1.17	20
284	Supercontig_1.8	0	B22.134E	B22.134E	0.82	1.13	20
284	Supercontig_1.8	0	B23.133H	B23.133H	0.89	1.21	20
284	Supercontig_1.8	0	B24.133F	B24.133F	0.81	1.10	20
284	Supercontig_1.8	0	B25.135C	B25.135C	0.85	1.17	20
284	Supercontig_1.8	0	B26.131A	B26.131A	0.86	1.19	20
284	Supercontig_1.8	0	B27.136A	B27.136A	0.84	1.18	20
284	Supercontig_1.8	0	B28.13UM	B28.13UM	0.89	1.23	20
284	Supercontig_1.8	0	B29.13MM	B29.13MM	0.88	1.19	20
284	Supercontig_1.8	0	C10.9M3	C10.9M3	1.27	1.32	20
284	Supercontig_1.8	0	C11.9M41	C11.9M41	1.30	1.31	20
284	Supercontig_1.8	0	C12.9U1	C12.9U1	1.43	1.46	20
284	Supercontig_1.8	0	C13.9U2	C13.9U2	1.13	1.16	20
284	Supercontig_1.8	0	C14.9U3	C14.9U3	1.25	1.29	20
284	Supercontig_1.8	0	C15.9U4s	C15.9U4s	1.14	1.15	20
284	Supercontig_1.8	0	C30.13LM	C30.13LM	0.86	1.17	20
284	Supercontig_1.8	0	C31.13MP	C31.13MP	1.12	1.56	20
284	Supercontig_1.8	0	C4.9L1	C4.9L1	1.25	1.23	20
284	Supercontig_1.8	0	C5.9L2	C5.9L2	1.22	1.24	20
284	Supercontig_1.8	0	C6.9L3	C6.9L3	1.28	1.30	20
284	Supercontig_1.8	0	C7.9L4	C7.9L4	1.28	1.30	20
284	Supercontig_1.8	0	C8.9M1	C8.9M1	1.29	1.29	20
284	Supercontig_1.8	0	C9.9M2	C9.9M2	1.18	1.19	20
284	Supercontig_1.8	0	ctl1.AL1B	ctl1.AL1B	0.84	1.15	20
284	Supercontig_1.8	0	ctl2.AL1B	ctl2.AL1B	0.84	1.17	20
284	Supercontig_1.8	0	ctl3.C9L1	ctl3.C9L1	1.15	1.20	20
285	Supercontig_1.8	1	A10.L4C	A10.L4C	0.99	0.98	20
285	Supercontig_1.8	1	A11.L11G	A11.L11G	1.85	1.92	20
285	Supercontig_1.8	1	A12.L10B	A12.L10B	0.99	0.99	20
285	Supercontig_1.8	1	A13.L3B	A13.L3B	1.01	1.02	20
285	Supercontig_1.8	1	A14.L4E	A14.L4E	1.01	1.02	20
285	Supercontig_1.8	1	A15.L4G	A15.L4G	0.89	0.91	20
285	Supercontig_1.8	1	A16.L7C	A16.L7C	0.96	0.97	20
285	Supercontig_1.8	1	A17.L1B	A17.L1B	1.03	1.05	20
285	Supercontig_1.8	1	A18.S4H	A18.S4H	1.01	1.02	20
285	Supercontig_1.8	1	A19.S3B	A19.S3B	1.00	1.04	20
285	Supercontig_1.8	1	A2.U10A	A2.U10A	0.92	0.93	20
285	Supercontig_1.8	1	A20.S1E	A20.S1E	1.02	1.06	20
285	Supercontig_1.8	1	A21.S8A	A21.S8A	0.98	1.00	20
285	Supercontig_1.8	1	A22.UpperP	A22.UpperP	1.03	1.05	20
285	Supercontig_1.8	1	A23.LowerP	A23.LowerP	1.05	1.09	20
285	Supercontig_1.8	1	A24.SputuP	A24.SputuP	0.94	0.94	20
285	Supercontig_1.8	1	A3.U3G	A3.U3G	1.06	1.05	20
285	Supercontig_1.8	1	A4.U3B	A4.U3B	1.00	1.02	20
285	Supercontig_1.8	1	A5.U10D	A5.U10D	1.06	1.09	20
285	Supercontig_1.8	1	A6.U5C	A6.U5C	0.94	0.95	20
285	Supercontig_1.8	1	A7.U3E	A7.U3E	1.06	1.09	20
285	Supercontig_1.8	1	A8.U2E	A8.U2E	1.01	1.02	20
285	Supercontig_1.8	1	A9.L3D	A9.L3D	1.05	1.05	20
285	Supercontig_1.8	1	ATCC42720	ATCC42720	1.04	1.04	20
285	Supercontig_1.8	1	B16.1310D	B16.1310D	1.15	1.20	20
285	Supercontig_1.8	1	B17.1311G	B17.1311G	1.21	1.24	20
285	Supercontig_1.8	1	B18.1312G	B18.1312G	1.16	1.21	20
285	Supercontig_1.8	1	B19.1310A	B19.1310A	1.15	1.21	20
285	Supercontig_1.8	1	B20.1311A	B20.1311A	1.28	1.36	20
285	Supercontig_1.8	1	B21.1312A	B21.1312A	1.13	1.19	20
285	Supercontig_1.8	1	B22.134E	B22.134E	1.10	1.15	20
285	Supercontig_1.8	1	B23.133H	B23.133H	1.17	1.22	20
285	Supercontig_1.8	1	B24.133F	B24.133F	1.09	1.11	20
285	Supercontig_1.8	1	B25.135C	B25.135C	1.17	1.19	20
285	Supercontig_1.8	1	B26.131A	B26.131A	1.11	1.14	20
285	Supercontig_1.8	1	B27.136A	B27.136A	1.12	1.16	20
285	Supercontig_1.8	1	B28.13UM	B28.13UM	1.25	1.24	20
285	Supercontig_1.8	1	B29.13MM	B29.13MM	1.24	1.22	20
285	Supercontig_1.8	1	C10.9M3	C10.9M3	1.06	1.10	20
285	Supercontig_1.8	1	C11.9M41	C11.9M41	1.08	1.13	20
285	Supercontig_1.8	1	C12.9U1	C12.9U1	1.15	1.18	20
285	Supercontig_1.8	1	C13.9U2	C13.9U2	1.00	1.02	20
285	Supercontig_1.8	1	C14.9U3	C14.9U3	1.10	1.14	20
285	Supercontig_1.8	1	C15.9U4s	C15.9U4s	1.05	1.10	20
285	Supercontig_1.8	1	C30.13LM	C30.13LM	1.16	1.21	20
285	Supercontig_1.8	1	C31.13MP	C31.13MP	1.39	1.40	20
285	Supercontig_1.8	1	C4.9L1	C4.9L1	1.06	1.11	20
285	Supercontig_1.8	1	C5.9L2	C5.9L2	1.03	1.07	20
285	Supercontig_1.8	1	C6.9L3	C6.9L3	1.08	1.12	20
285	Supercontig_1.8	1	C7.9L4	C7.9L4	1.06	1.10	20
285	Supercontig_1.8	1	C8.9M1	C8.9M1	1.06	1.10	20
285	Supercontig_1.8	1	C9.9M2	C9.9M2	0.98	1.01	20
285	Supercontig_1.8	1	ctl1.AL1B	ctl1.AL1B	1.12	1.17	20
285	Supercontig_1.8	1	ctl2.AL1B	ctl2.AL1B	1.11	1.18	20
285	Supercontig_1.8	1	ctl3.C9L1	ctl3.C9L1	0.99	1.04	20
286	Supercontig_1.8	2	A10.L4C	A10.L4C	1.09	1.08	20
286	Supercontig_1.8	2	A11.L11G	A11.L11G	1.90	1.89	20
286	Supercontig_1.8	2	A12.L10B	A12.L10B	1.05	1.05	20
286	Supercontig_1.8	2	A13.L3B	A13.L3B	1.08	1.09	20
286	Supercontig_1.8	2	A14.L4E	A14.L4E	1.07	1.08	20
286	Supercontig_1.8	2	A15.L4G	A15.L4G	0.94	0.93	20
286	Supercontig_1.8	2	A16.L7C	A16.L7C	1.03	1.02	20
286	Supercontig_1.8	2	A17.L1B	A17.L1B	1.11	1.07	20
286	Supercontig_1.8	2	A18.S4H	A18.S4H	1.06	1.06	20
286	Supercontig_1.8	2	A19.S3B	A19.S3B	1.08	1.08	20
286	Supercontig_1.8	2	A2.U10A	A2.U10A	1.01	1.03	20
286	Supercontig_1.8	2	A20.S1E	A20.S1E	1.12	1.14	20
286	Supercontig_1.8	2	A21.S8A	A21.S8A	1.05	1.07	20
286	Supercontig_1.8	2	A22.UpperP	A22.UpperP	1.11	1.12	20
286	Supercontig_1.8	2	A23.LowerP	A23.LowerP	1.13	1.13	20
286	Supercontig_1.8	2	A24.SputuP	A24.SputuP	1.02	1.00	20
286	Supercontig_1.8	2	A3.U3G	A3.U3G	1.08	1.07	20
286	Supercontig_1.8	2	A4.U3B	A4.U3B	1.08	1.09	20
286	Supercontig_1.8	2	A5.U10D	A5.U10D	1.06	1.06	20
286	Supercontig_1.8	2	A6.U5C	A6.U5C	1.02	1.02	20
286	Supercontig_1.8	2	A7.U3E	A7.U3E	1.08	1.06	20
286	Supercontig_1.8	2	A8.U2E	A8.U2E	1.07	1.09	20
286	Supercontig_1.8	2	A9.L3D	A9.L3D	1.15	1.12	20
286	Supercontig_1.8	2	ATCC42720	ATCC42720	1.02	1.03	20
