WINDOW	CHROM	CHROM_WINDOW	STRAIN	STRAIN_GROUP	LOCALE	MEAN_COVERAGE	MEDIAN_COVERAGE	GENE_COUNT
255	Supercontig_1.6	10	C13.9U2	C	U	0.73	0.75	20
255	Supercontig_1.6	10	C14.9U3	C	U	0.79	0.79	20
255	Supercontig_1.6	10	C15.9U4s	C	U	0.76	0.78	20
255	Supercontig_1.6	10	C30.13LM	C	L	0.77	0.78	20
255	Supercontig_1.6	10	C31.13MP	C	Stock	0.90	0.90	20
255	Supercontig_1.6	10	C4.9L1	C	L	0.77	0.78	20
255	Supercontig_1.6	10	C5.9L2	C	L	0.78	0.79	20
255	Supercontig_1.6	10	C6.9L3	C	L	0.77	0.77	20
255	Supercontig_1.6	10	C7.9L4	C	L	0.75	0.76	20
255	Supercontig_1.6	10	C8.9M1	C	M	0.78	0.79	20
255	Supercontig_1.6	10	C9.9M2	C	M	0.76	0.76	20
255	Supercontig_1.6	10	ctl1.AL1B	A	L	0.74	0.75	20
255	Supercontig_1.6	10	ctl2.AL1B	A	L	0.74	0.75	20
255	Supercontig_1.6	10	ctl3.C9L1	C	L	0.75	0.76	20
256	Supercontig_1.6	11	A10.L4C	A	L	0.77	0.76	20
256	Supercontig_1.6	11	A11.L11G	A	L	0.73	0.73	20
256	Supercontig_1.6	11	A12.L10B	A	L	0.72	0.71	20
256	Supercontig_1.6	11	A13.L3B	A	L	0.75	0.74	20
256	Supercontig_1.6	11	A14.L4E	A	L	0.76	0.76	20
256	Supercontig_1.6	11	A15.L4G	A	L	1.31	1.22	20
256	Supercontig_1.6	11	A16.L7C	A	L	0.73	0.74	20
256	Supercontig_1.6	11	A17.L1B	A	L	0.75	0.75	20
256	Supercontig_1.6	11	A18.S4H	A	S	1.22	1.14	20
256	Supercontig_1.6	11	A19.S3B	A	S	1.32	1.25	20
256	Supercontig_1.6	11	A2.U10A	A	U	1.46	1.86	20
256	Supercontig_1.6	11	A20.S1E	A	S	1.25	1.22	20
256	Supercontig_1.6	11	A21.S8A	A	S	1.17	1.10	20
256	Supercontig_1.6	11	A22.UpperP	A	U	1.01	0.94	20
256	Supercontig_1.6	11	A23.LowerP	A	L	0.95	0.91	20
256	Supercontig_1.6	11	A24.SputuP	A	S	1.05	1.02	20
256	Supercontig_1.6	11	A3.U3G	A	U	1.27	1.21	20
256	Supercontig_1.6	11	A4.U3B	A	U	0.79	0.79	20
256	Supercontig_1.6	11	A5.U10D	A	U	1.25	1.24	20
256	Supercontig_1.6	11	A6.U5C	A	U	0.92	0.82	20
256	Supercontig_1.6	11	A7.U3E	A	U	0.74	0.75	20
256	Supercontig_1.6	11	A8.U2E	A	U	1.34	1.23	20
256	Supercontig_1.6	11	A9.L3D	A	L	0.75	0.76	20
256	Supercontig_1.6	11	ATCC42720	REF	Blood	0.72	0.71	20
256	Supercontig_1.6	11	B16.1310D	B	L	0.79	0.80	20
256	Supercontig_1.6	11	B17.1311G	B	L	0.80	0.80	20
256	Supercontig_1.6	11	B18.1312G	B	L	0.74	0.75	20
256	Supercontig_1.6	11	B19.1310A	B	L	0.84	0.82	20
256	Supercontig_1.6	11	B20.1311A	B	L	0.78	0.78	20
256	Supercontig_1.6	11	B21.1312A	B	L	0.83	0.83	20
256	Supercontig_1.6	11	B22.134E	B	U	0.76	0.76	20
256	Supercontig_1.6	11	B23.133H	B	U	0.71	0.71	20
256	Supercontig_1.6	11	B24.133F	B	U	0.84	0.84	20
256	Supercontig_1.6	11	B25.135C	B	U	0.82	0.83	20
256	Supercontig_1.6	11	B26.131A	B	U	1.35	1.73	20
256	Supercontig_1.6	11	B27.136A	B	U	0.83	0.82	20
256	Supercontig_1.6	11	B28.13UM	B	U	0.87	0.85	20
256	Supercontig_1.6	11	B29.13MM	B	M	0.79	0.77	20
256	Supercontig_1.6	11	C10.9M3	C	M	1.28	0.79	20
256	Supercontig_1.6	11	C11.9M41	C	M	0.94	0.79	20
256	Supercontig_1.6	11	C12.9U1	C	U	0.84	0.84	20
256	Supercontig_1.6	11	C13.9U2	C	U	0.77	0.78	20
256	Supercontig_1.6	11	C14.9U3	C	U	0.82	0.81	20
256	Supercontig_1.6	11	C15.9U4s	C	U	0.81	0.82	20
256	Supercontig_1.6	11	C30.13LM	C	L	0.84	0.84	20
256	Supercontig_1.6	11	C31.13MP	C	Stock	1.03	1.03	20
256	Supercontig_1.6	11	C4.9L1	C	L	1.16	0.82	20
256	Supercontig_1.6	11	C5.9L2	C	L	1.30	0.84	20
256	Supercontig_1.6	11	C6.9L3	C	L	1.00	0.83	20
256	Supercontig_1.6	11	C7.9L4	C	L	0.95	0.78	20
256	Supercontig_1.6	11	C8.9M1	C	M	1.02	0.84	20
256	Supercontig_1.6	11	C9.9M2	C	M	0.96	0.80	20
256	Supercontig_1.6	11	ctl1.AL1B	A	L	0.81	0.81	20
256	Supercontig_1.6	11	ctl2.AL1B	A	L	0.81	0.80	20
256	Supercontig_1.6	11	ctl3.C9L1	C	L	1.13	0.79	20
257	Supercontig_1.6	12	A10.L4C	A	L	0.72	0.70	20
257	Supercontig_1.6	12	A11.L11G	A	L	0.68	0.69	20
257	Supercontig_1.6	12	A12.L10B	A	L	0.70	0.69	20
257	Supercontig_1.6	12	A13.L3B	A	L	0.71	0.71	20
257	Supercontig_1.6	12	A14.L4E	A	L	0.71	0.70	20
257	Supercontig_1.6	12	A15.L4G	A	L	1.72	1.74	20
257	Supercontig_1.6	12	A16.L7C	A	L	0.74	0.72	20
257	Supercontig_1.6	12	A17.L1B	A	L	0.73	0.75	20
257	Supercontig_1.6	12	A18.S4H	A	S	1.61	1.62	20
257	Supercontig_1.6	12	A19.S3B	A	S	1.75	1.75	20
257	Supercontig_1.6	12	A2.U10A	A	U	0.72	0.72	20
257	Supercontig_1.6	12	A20.S1E	A	S	1.62	1.63	20
257	Supercontig_1.6	12	A21.S8A	A	S	1.55	1.55	20
257	Supercontig_1.6	12	A22.UpperP	A	U	1.14	1.14	20
257	Supercontig_1.6	12	A23.LowerP	A	L	1.03	1.03	20
257	Supercontig_1.6	12	A24.SputuP	A	S	1.31	1.29	20
257	Supercontig_1.6	12	A3.U3G	A	U	1.70	1.68	20
257	Supercontig_1.6	12	A4.U3B	A	U	0.76	0.74	20
257	Supercontig_1.6	12	A5.U10D	A	U	1.64	1.65	20
257	Supercontig_1.6	12	A6.U5C	A	U	1.93	1.94	20
257	Supercontig_1.6	12	A7.U3E	A	U	0.68	0.69	20
257	Supercontig_1.6	12	A8.U2E	A	U	1.77	1.76	20
257	Supercontig_1.6	12	A9.L3D	A	L	0.72	0.72	20
257	Supercontig_1.6	12	ATCC42720	REF	Blood	0.69	0.68	20
257	Supercontig_1.6	12	B16.1310D	B	L	0.85	0.82	20
257	Supercontig_1.6	12	B17.1311G	B	L	0.81	0.81	20
257	Supercontig_1.6	12	B18.1312G	B	L	0.80	0.80	20
257	Supercontig_1.6	12	B19.1310A	B	L	0.84	0.83	20
257	Supercontig_1.6	12	B20.1311A	B	L	0.82	0.82	20
257	Supercontig_1.6	12	B21.1312A	B	L	0.87	0.87	20
257	Supercontig_1.6	12	B22.134E	B	U	0.80	0.80	20
257	Supercontig_1.6	12	B23.133H	B	U	0.73	0.73	20
257	Supercontig_1.6	12	B24.133F	B	U	0.87	0.87	20
257	Supercontig_1.6	12	B25.135C	B	U	0.83	0.84	20
257	Supercontig_1.6	12	B26.131A	B	U	1.88	1.89	20
257	Supercontig_1.6	12	B27.136A	B	U	0.83	0.83	20
257	Supercontig_1.6	12	B28.13UM	B	U	1.08	1.03	20
257	Supercontig_1.6	12	B29.13MM	B	M	0.92	0.87	20
257	Supercontig_1.6	12	C10.9M3	C	M	5.29	5.54	20
257	Supercontig_1.6	12	C11.9M41	C	M	2.35	2.41	20
257	Supercontig_1.6	12	C12.9U1	C	U	0.88	0.89	20
257	Supercontig_1.6	12	C13.9U2	C	U	2.49	2.49	20
257	Supercontig_1.6	12	C14.9U3	C	U	0.86	0.86	20
257	Supercontig_1.6	12	C15.9U4s	C	U	2.71	2.67	20
257	Supercontig_1.6	12	C30.13LM	C	L	0.88	0.88	20
257	Supercontig_1.6	12	C31.13MP	C	Stock	1.08	1.09	20
257	Supercontig_1.6	12	C4.9L1	C	L	3.96	4.15	20
257	Supercontig_1.6	12	C5.9L2	C	L	5.23	5.45	20
257	Supercontig_1.6	12	C6.9L3	C	L	2.46	2.54	20
257	Supercontig_1.6	12	C7.9L4	C	L	2.38	2.48	20
257	Supercontig_1.6	12	C8.9M1	C	M	2.51	2.61	20
257	Supercontig_1.6	12	C9.9M2	C	M	2.40	2.46	20
257	Supercontig_1.6	12	ctl1.AL1B	A	L	0.82	0.82	20
257	Supercontig_1.6	12	ctl2.AL1B	A	L	0.83	0.83	20
257	Supercontig_1.6	12	ctl3.C9L1	C	L	3.86	4.02	20
258	Supercontig_1.6	13	A10.L4C	A	L	0.82	0.82	20
258	Supercontig_1.6	13	A11.L11G	A	L	0.74	0.76	20
258	Supercontig_1.6	13	A12.L10B	A	L	0.74	0.73	20
258	Supercontig_1.6	13	A13.L3B	A	L	0.79	0.79	20
258	Supercontig_1.6	13	A14.L4E	A	L	0.78	0.79	20
258	Supercontig_1.6	13	A15.L4G	A	L	1.67	1.69	20
258	Supercontig_1.6	13	A16.L7C	A	L	0.79	0.79	20
258	Supercontig_1.6	13	A17.L1B	A	L	0.79	0.78	20
258	Supercontig_1.6	13	A18.S4H	A	S	1.66	1.69	20
258	Supercontig_1.6	13	A19.S3B	A	S	1.79	1.79	20
258	Supercontig_1.6	13	A2.U10A	A	U	0.79	0.79	20
258	Supercontig_1.6	13	A20.S1E	A	S	1.62	1.69	20
258	Supercontig_1.6	13	A21.S8A	A	S	1.59	1.60	20
258	Supercontig_1.6	13	A22.UpperP	A	U	1.17	1.18	20
258	Supercontig_1.6	13	A23.LowerP	A	L	1.09	1.09	20
258	Supercontig_1.6	13	A24.SputuP	A	S	1.41	1.40	20
258	Supercontig_1.6	13	A3.U3G	A	U	1.74	1.74	20
258	Supercontig_1.6	13	A4.U3B	A	U	0.87	0.87	20
258	Supercontig_1.6	13	A5.U10D	A	U	1.70	1.72	20
258	Supercontig_1.6	13	A6.U5C	A	U	1.90	1.91	20
258	Supercontig_1.6	13	A7.U3E	A	U	0.79	0.78	20
258	Supercontig_1.6	13	A8.U2E	A	U	1.74	1.78	20
258	Supercontig_1.6	13	A9.L3D	A	L	0.79	0.79	20
258	Supercontig_1.6	13	ATCC42720	REF	Blood	0.76	0.76	20
258	Supercontig_1.6	13	B16.1310D	B	L	0.95	0.94	20
258	Supercontig_1.6	13	B17.1311G	B	L	0.87	0.85	20
258	Supercontig_1.6	13	B18.1312G	B	L	0.90	0.91	20
258	Supercontig_1.6	13	B19.1310A	B	L	0.89	0.89	20
258	Supercontig_1.6	13	B20.1311A	B	L	0.88	0.88	20
258	Supercontig_1.6	13	B21.1312A	B	L	0.96	0.97	20
258	Supercontig_1.6	13	B22.134E	B	U	0.90	0.91	20
258	Supercontig_1.6	13	B23.133H	B	U	0.81	0.80	20
258	Supercontig_1.6	13	B24.133F	B	U	0.94	0.94	20
258	Supercontig_1.6	13	B25.135C	B	U	0.88	0.88	20
258	Supercontig_1.6	13	B26.131A	B	U	2.04	2.05	20
258	Supercontig_1.6	13	B27.136A	B	U	0.87	0.87	20
258	Supercontig_1.6	13	B28.13UM	B	U	1.10	1.04	20
258	Supercontig_1.6	13	B29.13MM	B	M	0.96	0.90	20
258	Supercontig_1.6	13	C10.9M3	C	M	0.99	0.99	20
258	Supercontig_1.6	13	C11.9M41	C	M	0.93	0.94	20
258	Supercontig_1.6	13	C12.9U1	C	U	0.94	0.94	20
258	Supercontig_1.6	13	C13.9U2	C	U	1.10	0.95	20
258	Supercontig_1.6	13	C14.9U3	C	U	0.96	0.95	20
258	Supercontig_1.6	13	C15.9U4s	C	U	1.20	1.01	20
258	Supercontig_1.6	13	C30.13LM	C	L	0.96	0.95	20
258	Supercontig_1.6	13	C31.13MP	C	Stock	1.16	1.16	20
258	Supercontig_1.6	13	C4.9L1	C	L	0.98	0.98	20
258	Supercontig_1.6	13	C5.9L2	C	L	0.99	0.99	20
258	Supercontig_1.6	13	C6.9L3	C	L	0.96	0.96	20
258	Supercontig_1.6	13	C7.9L4	C	L	0.92	0.92	20
258	Supercontig_1.6	13	C8.9M1	C	M	0.98	0.97	20
258	Supercontig_1.6	13	C9.9M2	C	M	0.93	0.92	20
258	Supercontig_1.6	13	ctl1.AL1B	A	L	0.90	0.90	20
258	Supercontig_1.6	13	ctl2.AL1B	A	L	0.88	0.87	20
258	Supercontig_1.6	13	ctl3.C9L1	C	L	0.96	0.96	20
259	Supercontig_1.6	14	A10.L4C	A	L	0.80	0.81	20
259	Supercontig_1.6	14	A11.L11G	A	L	0.77	0.77	20
259	Supercontig_1.6	14	A12.L10B	A	L	0.76	0.74	20
259	Supercontig_1.6	14	A13.L3B	A	L	0.82	0.80	20
259	Supercontig_1.6	14	A14.L4E	A	L	0.80	0.80	20
259	Supercontig_1.6	14	A15.L4G	A	L	1.52	1.55	20
259	Supercontig_1.6	14	A16.L7C	A	L	0.78	0.78	20
259	Supercontig_1.6	14	A17.L1B	A	L	0.80	0.81	20
259	Supercontig_1.6	14	A18.S4H	A	S	1.61	1.60	20
259	Supercontig_1.6	14	A19.S3B	A	S	1.74	1.74	20
259	Supercontig_1.6	14	A2.U10A	A	U	0.79	0.78	20
259	Supercontig_1.6	14	A20.S1E	A	S	1.60	1.59	20
259	Supercontig_1.6	14	A21.S8A	A	S	1.58	1.56	20
259	Supercontig_1.6	14	A22.UpperP	A	U	1.15	1.15	20
259	Supercontig_1.6	14	A23.LowerP	A	L	1.07	1.07	20
259	Supercontig_1.6	14	A24.SputuP	A	S	1.37	1.36	20
259	Supercontig_1.6	14	A3.U3G	A	U	1.68	1.69	20
259	Supercontig_1.6	14	A4.U3B	A	U	0.85	0.84	20
259	Supercontig_1.6	14	A5.U10D	A	U	1.68	1.66	20
259	Supercontig_1.6	14	A6.U5C	A	U	1.76	1.75	20
259	Supercontig_1.6	14	A7.U3E	A	U	0.77	0.78	20
259	Supercontig_1.6	14	A8.U2E	A	U	1.68	1.66	20
259	Supercontig_1.6	14	A9.L3D	A	L	0.81	0.82	20
259	Supercontig_1.6	14	ATCC42720	REF	Blood	0.80	0.79	20
259	Supercontig_1.6	14	B16.1310D	B	L	0.98	0.98	20
259	Supercontig_1.6	14	B17.1311G	B	L	0.93	0.91	20
259	Supercontig_1.6	14	B18.1312G	B	L	0.95	0.95	20
259	Supercontig_1.6	14	B19.1310A	B	L	0.92	0.93	20
259	Supercontig_1.6	14	B20.1311A	B	L	0.92	0.93	20
259	Supercontig_1.6	14	B21.1312A	B	L	0.96	0.95	20
259	Supercontig_1.6	14	B22.134E	B	U	0.94	0.93	20
259	Supercontig_1.6	14	B23.133H	B	U	0.84	0.84	20
259	Supercontig_1.6	14	B24.133F	B	U	0.93	0.92	20
259	Supercontig_1.6	14	B25.135C	B	U	0.92	0.92	20
259	Supercontig_1.6	14	B26.131A	B	U	1.16	0.87	20
259	Supercontig_1.6	14	B27.136A	B	U	0.92	0.91	20
259	Supercontig_1.6	14	B28.13UM	B	U	0.96	0.96	20
259	Supercontig_1.6	14	B29.13MM	B	M	0.94	0.95	20
259	Supercontig_1.6	14	C10.9M3	C	M	1.03	1.03	20
259	Supercontig_1.6	14	C11.9M41	C	M	0.97	0.97	20
259	Supercontig_1.6	14	C12.9U1	C	U	1.01	1.01	20
259	Supercontig_1.6	14	C13.9U2	C	U	0.94	0.94	20
259	Supercontig_1.6	14	C14.9U3	C	U	1.01	1.02	20
259	Supercontig_1.6	14	C15.9U4s	C	U	1.02	1.01	20
259	Supercontig_1.6	14	C30.13LM	C	L	0.96	0.96	20
259	Supercontig_1.6	14	C31.13MP	C	Stock	1.16	1.16	20
259	Supercontig_1.6	14	C4.9L1	C	L	1.03	1.03	20
259	Supercontig_1.6	14	C5.9L2	C	L	1.04	1.03	20
259	Supercontig_1.6	14	C6.9L3	C	L	0.97	0.98	20
259	Supercontig_1.6	14	C7.9L4	C	L	0.95	0.94	20
259	Supercontig_1.6	14	C8.9M1	C	M	1.04	1.03	20
259	Supercontig_1.6	14	C9.9M2	C	M	0.95	0.95	20
259	Supercontig_1.6	14	ctl1.AL1B	A	L	0.91	0.90	20
259	Supercontig_1.6	14	ctl2.AL1B	A	L	0.92	0.92	20
259	Supercontig_1.6	14	ctl3.C9L1	C	L	0.97	0.97	20
260	Supercontig_1.6	15	A10.L4C	A	L	0.84	0.84	20
260	Supercontig_1.6	15	A11.L11G	A	L	0.83	0.84	20
260	Supercontig_1.6	15	A12.L10B	A	L	0.80	0.79	20
260	Supercontig_1.6	15	A13.L3B	A	L	0.85	0.86	20
260	Supercontig_1.6	15	A14.L4E	A	L	0.85	0.84	20
260	Supercontig_1.6	15	A15.L4G	A	L	1.51	1.51	20
260	Supercontig_1.6	15	A16.L7C	A	L	0.79	0.80	20
260	Supercontig_1.6	15	A17.L1B	A	L	0.84	0.84	20
260	Supercontig_1.6	15	A18.S4H	A	S	1.67	1.68	20
260	Supercontig_1.6	15	A19.S3B	A	S	1.82	1.82	20
260	Supercontig_1.6	15	A2.U10A	A	U	0.82	0.83	20
260	Supercontig_1.6	15	A20.S1E	A	S	1.64	1.63	20
260	Supercontig_1.6	15	A21.S8A	A	S	1.63	1.63	20
260	Supercontig_1.6	15	A22.UpperP	A	U	1.18	1.16	20
260	Supercontig_1.6	15	A23.LowerP	A	L	1.11	1.11	20
260	Supercontig_1.6	15	A24.SputuP	A	S	1.39	1.39	20
260	Supercontig_1.6	15	A3.U3G	A	U	1.75	1.75	20
260	Supercontig_1.6	15	A4.U3B	A	U	0.91	0.91	20
260	Supercontig_1.6	15	A5.U10D	A	U	1.75	1.74	20
260	Supercontig_1.6	15	A6.U5C	A	U	1.79	1.77	20
260	Supercontig_1.6	15	A7.U3E	A	U	0.84	0.85	20
260	Supercontig_1.6	15	A8.U2E	A	U	1.78	1.74	20
260	Supercontig_1.6	15	A9.L3D	A	L	0.89	0.88	20
260	Supercontig_1.6	15	ATCC42720	REF	Blood	0.86	0.86	20
260	Supercontig_1.6	15	B16.1310D	B	L	1.05	1.05	20
260	Supercontig_1.6	15	B17.1311G	B	L	1.03	1.04	20
260	Supercontig_1.6	15	B18.1312G	B	L	1.03	1.00	20
260	Supercontig_1.6	15	B19.1310A	B	L	1.02	1.03	20
260	Supercontig_1.6	15	B20.1311A	B	L	1.02	1.03	20
260	Supercontig_1.6	15	B21.1312A	B	L	1.02	1.01	20
260	Supercontig_1.6	15	B22.134E	B	U	1.02	1.03	20
260	Supercontig_1.6	15	B23.133H	B	U	0.96	0.95	20
260	Supercontig_1.6	15	B24.133F	B	U	1.01	1.02	20
260	Supercontig_1.6	15	B25.135C	B	U	1.02	1.02	20
260	Supercontig_1.6	15	B26.131A	B	U	1.59	1.58	20
260	Supercontig_1.6	15	B27.136A	B	U	0.98	0.98	20
260	Supercontig_1.6	15	B28.13UM	B	U	1.20	1.18	20
260	Supercontig_1.6	15	B29.13MM	B	M	1.14	1.12	20
260	Supercontig_1.6	15	C10.9M3	C	M	1.11	1.10	20
260	Supercontig_1.6	15	C11.9M41	C	M	1.18	1.07	20
260	Supercontig_1.6	15	C12.9U1	C	U	1.13	1.13	20
260	Supercontig_1.6	15	C13.9U2	C	U	1.00	1.00	20
260	Supercontig_1.6	15	C14.9U3	C	U	1.10	1.09	20
260	Supercontig_1.6	15	C15.9U4s	C	U	1.08	1.09	20
260	Supercontig_1.6	15	C30.13LM	C	L	1.06	1.07	20
260	Supercontig_1.6	15	C31.13MP	C	Stock	1.28	1.28	20
260	Supercontig_1.6	15	C4.9L1	C	L	1.11	1.11	20
260	Supercontig_1.6	15	C5.9L2	C	L	1.12	1.14	20
260	Supercontig_1.6	15	C6.9L3	C	L	1.18	1.06	20
260	Supercontig_1.6	15	C7.9L4	C	L	1.16	1.04	20
260	Supercontig_1.6	15	C8.9M1	C	M	1.13	1.12	20
260	Supercontig_1.6	15	C9.9M2	C	M	1.04	1.03	20
260	Supercontig_1.6	15	ctl1.AL1B	A	L	1.01	1.01	20
260	Supercontig_1.6	15	ctl2.AL1B	A	L	1.01	1.02	20
260	Supercontig_1.6	15	ctl3.C9L1	C	L	1.03	1.02	20
261	Supercontig_1.6	16	A10.L4C	A	L	0.95	0.94	20
261	Supercontig_1.6	16	A11.L11G	A	L	0.90	0.89	20
261	Supercontig_1.6	16	A12.L10B	A	L	0.91	0.91	20
261	Supercontig_1.6	16	A13.L3B	A	L	0.94	0.94	20
261	Supercontig_1.6	16	A14.L4E	A	L	0.92	0.94	20
261	Supercontig_1.6	16	A15.L4G	A	L	1.32	1.48	20
261	Supercontig_1.6	16	A16.L7C	A	L	0.87	0.86	20
261	Supercontig_1.6	16	A17.L1B	A	L	0.92	0.91	20
261	Supercontig_1.6	16	A18.S4H	A	S	1.44	1.62	20
261	Supercontig_1.6	16	A19.S3B	A	S	1.53	1.73	20
261	Supercontig_1.6	16	A2.U10A	A	U	0.94	0.93	20
261	Supercontig_1.6	16	A20.S1E	A	S	1.42	1.67	20
261	Supercontig_1.6	16	A21.S8A	A	S	1.42	1.57	20
261	Supercontig_1.6	16	A22.UpperP	A	U	1.17	1.16	20
261	Supercontig_1.6	16	A23.LowerP	A	L	1.14	1.13	20
261	Supercontig_1.6	16	A24.SputuP	A	S	1.26	1.26	20
261	Supercontig_1.6	16	A3.U3G	A	U	1.47	1.65	20
261	Supercontig_1.6	16	A4.U3B	A	U	0.98	1.01	20
261	Supercontig_1.6	16	A5.U10D	A	U	1.47	1.70	20
261	Supercontig_1.6	16	A6.U5C	A	U	1.50	1.74	20
261	Supercontig_1.6	16	A7.U3E	A	U	0.93	0.94	20
261	Supercontig_1.6	16	A8.U2E	A	U	1.48	1.74	20
261	Supercontig_1.6	16	A9.L3D	A	L	1.00	1.01	20
261	Supercontig_1.6	16	ATCC42720	REF	Blood	0.96	0.95	20
261	Supercontig_1.6	16	B16.1310D	B	L	1.13	1.14	20
261	Supercontig_1.6	16	B17.1311G	B	L	1.15	1.16	20
261	Supercontig_1.6	16	B18.1312G	B	L	1.11	1.11	20
261	Supercontig_1.6	16	B19.1310A	B	L	1.08	1.10	20
261	Supercontig_1.6	16	B20.1311A	B	L	1.10	1.12	20
261	Supercontig_1.6	16	B21.1312A	B	L	1.08	1.08	20
261	Supercontig_1.6	16	B22.134E	B	U	1.08	1.09	20
261	Supercontig_1.6	16	B23.133H	B	U	1.08	1.07	20
261	Supercontig_1.6	16	B24.133F	B	U	1.07	1.08	20
261	Supercontig_1.6	16	B25.135C	B	U	1.08	1.10	20
261	Supercontig_1.6	16	B26.131A	B	U	0.95	0.97	20
261	Supercontig_1.6	16	B27.136A	B	U	1.04	1.03	20
261	Supercontig_1.6	16	B28.13UM	B	U	1.06	1.02	20
261	Supercontig_1.6	16	B29.13MM	B	M	1.12	1.11	20
261	Supercontig_1.6	16	C10.9M3	C	M	1.22	1.23	20
261	Supercontig_1.6	16	C11.9M41	C	M	1.24	1.21	20
261	Supercontig_1.6	16	C12.9U1	C	U	1.26	1.26	20
261	Supercontig_1.6	16	C13.9U2	C	U	1.08	1.11	20
261	Supercontig_1.6	16	C14.9U3	C	U	1.21	1.22	20
261	Supercontig_1.6	16	C15.9U4s	C	U	1.12	1.12	20
261	Supercontig_1.6	16	C30.13LM	C	L	1.09	1.09	20
261	Supercontig_1.6	16	C31.13MP	C	Stock	1.36	1.36	20
261	Supercontig_1.6	16	C4.9L1	C	L	1.21	1.19	20
261	Supercontig_1.6	16	C5.9L2	C	L	1.21	1.20	20
261	Supercontig_1.6	16	C6.9L3	C	L	1.22	1.16	20
261	Supercontig_1.6	16	C7.9L4	C	L	1.21	1.18	20
261	Supercontig_1.6	16	C8.9M1	C	M	1.23	1.23	20
261	Supercontig_1.6	16	C9.9M2	C	M	1.12	1.11	20
261	Supercontig_1.6	16	ctl1.AL1B	A	L	1.09	1.11	20
261	Supercontig_1.6	16	ctl2.AL1B	A	L	1.10	1.11	20
261	Supercontig_1.6	16	ctl3.C9L1	C	L	1.10	1.12	20
262	Supercontig_1.6	17	A10.L4C	A	L	0.96	0.95	20
262	Supercontig_1.6	17	A11.L11G	A	L	0.95	0.96	20
262	Supercontig_1.6	17	A12.L10B	A	L	0.92	0.92	20
262	Supercontig_1.6	17	A13.L3B	A	L	0.99	1.00	20
262	Supercontig_1.6	17	A14.L4E	A	L	0.98	0.98	20
262	Supercontig_1.6	17	A15.L4G	A	L	1.06	0.87	20
262	Supercontig_1.6	17	A16.L7C	A	L	0.85	0.87	20
262	Supercontig_1.6	17	A17.L1B	A	L	0.95	0.94	20
262	Supercontig_1.6	17	A18.S4H	A	S	1.21	0.98	20
262	Supercontig_1.6	17	A19.S3B	A	S	1.27	1.04	20
262	Supercontig_1.6	17	A2.U10A	A	U	0.97	0.95	20
262	Supercontig_1.6	17	A20.S1E	A	S	1.15	0.93	20
262	Supercontig_1.6	17	A21.S8A	A	S	1.20	0.98	20
262	Supercontig_1.6	17	A22.UpperP	A	U	1.08	1.01	20
262	Supercontig_1.6	17	A23.LowerP	A	L	1.07	0.99	20
262	Supercontig_1.6	17	A24.SputuP	A	S	1.08	0.94	20
262	Supercontig_1.6	17	A3.U3G	A	U	1.20	1.00	20
262	Supercontig_1.6	17	A4.U3B	A	U	0.97	0.94	20
262	Supercontig_1.6	17	A5.U10D	A	U	1.19	0.98	20
262	Supercontig_1.6	17	A6.U5C	A	U	1.22	0.99	20
262	Supercontig_1.6	17	A7.U3E	A	U	0.99	1.01	20
262	Supercontig_1.6	17	A8.U2E	A	U	1.22	0.98	20
262	Supercontig_1.6	17	A9.L3D	A	L	1.01	1.01	20
262	Supercontig_1.6	17	ATCC42720	REF	Blood	1.03	1.02	20
262	Supercontig_1.6	17	B16.1310D	B	L	1.13	1.13	20
262	Supercontig_1.6	17	B17.1311G	B	L	1.23	1.25	20
262	Supercontig_1.6	17	B18.1312G	B	L	1.15	1.13	20
262	Supercontig_1.6	17	B19.1310A	B	L	1.13	1.13	20
262	Supercontig_1.6	17	B20.1311A	B	L	1.16	1.13	20
262	Supercontig_1.6	17	B21.1312A	B	L	1.11	1.09	20
262	Supercontig_1.6	17	B22.134E	B	U	1.09	1.08	20
262	Supercontig_1.6	17	B23.133H	B	U	1.13	1.13	20
262	Supercontig_1.6	17	B24.133F	B	U	1.09	1.08	20
262	Supercontig_1.6	17	B25.135C	B	U	1.12	1.12	20
262	Supercontig_1.6	17	B26.131A	B	U	1.21	1.03	20
262	Supercontig_1.6	17	B27.136A	B	U	1.10	1.09	20
262	Supercontig_1.6	17	B28.13UM	B	U	1.15	1.11	20
262	Supercontig_1.6	17	B29.13MM	B	M	1.13	1.14	20
262	Supercontig_1.6	17	C10.9M3	C	M	1.32	1.30	20
262	Supercontig_1.6	17	C11.9M41	C	M	1.30	1.30	20
262	Supercontig_1.6	17	C12.9U1	C	U	1.43	1.41	20
262	Supercontig_1.6	17	C13.9U2	C	U	1.15	1.15	20
262	Supercontig_1.6	17	C14.9U3	C	U	1.30	1.31	20
262	Supercontig_1.6	17	C15.9U4s	C	U	1.17	1.17	20
262	Supercontig_1.6	17	C30.13LM	C	L	1.14	1.13	20
262	Supercontig_1.6	17	C31.13MP	C	Stock	1.44	1.42	20
262	Supercontig_1.6	17	C4.9L1	C	L	1.29	1.27	20
262	Supercontig_1.6	17	C5.9L2	C	L	1.32	1.31	20
262	Supercontig_1.6	17	C6.9L3	C	L	1.30	1.28	20
262	Supercontig_1.6	17	C7.9L4	C	L	1.29	1.29	20
262	Supercontig_1.6	17	C8.9M1	C	M	1.35	1.35	20
