GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_01006	2030681	123.06	136.77	101.60	138.76	135.99	124.17	105.89	92.19	113.35	208.07	123.64	102.18	130.76	245.02	363.85	108.17	86.36	110.69	107.52	477.39	162.87	149.22	122.93	154.77	305.26	342.32	324.89	355.76	279.48	283.67	277.96	302.97	294.39	274.04	312.54	313.03	214.27	232.72	255.64	252.24	287.81	338.39	334.76	315.42	318.74	308.56	270.06	329.11	327.71	273.22	314.01	262.20	305.22	307.00	273.64
CLUG_01007	2031887	126.46	132.67	105.96	148.33	137.68	129.31	120.51	90.71	114.57	224.58	132.15	109.41	148.00	275.04	409.68	116.58	100.50	114.84	105.15	521.11	181.89	152.10	133.12	170.41	323.60	391.99	356.15	380.82	304.13	305.29	281.81	312.66	312.24	312.51	314.14	322.98	228.88	250.50	269.40	275.66	317.77	352.08	348.34	335.59	331.50	339.95	284.40	334.31	358.56	292.43	321.85	285.16	325.03	327.26	293.24
CLUG_01008	2033717	120.68	149.25	112.07	148.69	135.83	118.65	108.38	94.21	118.89	201.41	126.57	107.21	140.00	261.52	384.93	113.14	98.80	112.27	104.33	490.18	169.89	141.15	126.86	158.93	302.12	345.23	344.44	367.04	285.28	285.23	286.07	303.47	291.39	291.52	316.85	323.72	222.31	242.87	252.64	261.90	290.81	344.52	340.01	330.72	311.71	325.67	265.98	312.75	335.45	288.25	319.95	272.86	316.03	303.51	294.31
CLUG_01009	2035721	115.48	146.28	109.80	146.28	141.75	120.62	111.61	98.59	126.54	212.63	129.42	113.34	142.70	267.15	405.69	119.54	93.10	111.19	101.94	494.82	178.14	139.98	124.85	147.04	314.37	362.69	333.00	361.45	293.73	287.69	274.85	304.73	311.04	294.56	314.87	328.34	227.06	240.34	260.42	270.19	298.21	367.90	354.67	331.15	322.49	332.21	279.94	321.82	319.01	274.70	327.37	280.22	310.85	303.08	278.44
CLUG_01010	2038782	121.21	147.30	112.20	149.40	135.50	124.76	114.31	96.26	122.99	212.42	134.55	116.53	148.86	268.80	410.42	117.66	94.97	106.67	104.04	498.73	170.22	149.17	127.74	156.28	325.15	359.82	347.90	364.08	292.77	299.18	296.34	303.46	303.85	300.36	319.31	334.93	224.57	245.23	265.21	276.54	309.44	349.24	347.66	343.90	327.56	326.64	264.76	329.87	328.71	279.54	331.57	270.69	316.29	314.64	288.03
CLUG_01011	2046139	132.04	161.57	114.93	152.32	147.34	131.74	119.51	99.32	128.35	235.15	139.51	125.42	155.79	297.90	438.19	125.73	103.46	116.50	109.12	524.04	188.03	151.45	131.31	175.94	325.02	378.74	356.13	396.53	306.02	308.86	312.30	314.33	325.98	304.97	320.21	344.94	241.74	253.62	267.54	279.12	317.55	359.39	362.81	350.67	329.11	350.99	301.95	326.13	340.35	302.24	331.47	283.28	326.42	322.45	292.47
CLUG_01012	2048536	119.14	142.88	108.53	146.32	121.09	123.77	115.86	84.80	124.66	222.56	125.35	110.73	134.46	255.66	368.27	109.81	87.95	105.44	102.92	468.22	175.95	133.67	120.37	142.47	300.59	329.46	340.72	358.88	297.46	302.39	272.81	286.39	297.94	292.70	330.14	314.17	237.78	265.64	254.19	280.51	314.40	356.86	336.38	347.95	316.80	318.80	281.61	328.04	329.65	279.53	335.07	261.26	297.12	306.46	287.11
CLUG_01013	2049885	114.20	148.48	98.87	137.12	149.63	120.83	116.96	89.50	130.01	216.29	131.82	94.90	148.58	246.33	409.25	102.66	87.68	110.00	99.96	502.51	189.69	141.76	118.24	162.73	330.57	387.68	362.12	401.23	304.90	286.96	289.38	308.76	290.09	289.54	317.05	324.18	251.45	269.69	264.38	278.32	316.29	347.78	334.17	352.45	342.93	339.03	282.66	330.57	324.67	265.75	311.18	274.34	316.46	299.65	290.08
CLUG_01014	2050969	123.13	147.75	105.45	153.16	137.18	121.88	115.61	99.02	126.23	218.66	135.58	112.92	147.85	275.86	407.74	119.72	98.76	118.62	118.12	506.91	175.74	151.20	128.98	166.74	310.95	375.34	358.96	378.91	319.53	311.17	286.84	321.87	312.25	292.88	324.15	335.76	241.59	239.22	284.39	297.47	326.56	366.81	372.49	364.69	341.81	342.14	288.43	326.86	347.02	285.09	338.53	282.17	318.51	327.23	299.09
CLUG_01015	2052798	112.03	137.60	113.12	137.03	140.25	112.46	98.75	93.57	108.14	199.51	123.69	109.90	123.23	252.75	354.64	107.32	86.08	105.85	103.34	450.47	162.59	132.00	113.72	158.33	303.35	346.96	350.86	365.85	286.70	304.87	281.40	286.33	297.61	286.80	327.18	307.72	242.68	274.98	257.84	264.56	308.72	352.73	354.34	328.31	328.47	332.59	263.62	296.65	315.91	283.70	325.89	261.28	296.20	302.43	294.93
CLUG_01016	2054247	119.40	148.63	110.78	139.59	132.85	120.62	109.96	91.82	121.64	218.51	124.99	106.60	137.14	248.05	396.94	107.87	97.15	111.62	107.43	484.62	165.60	146.59	116.79	151.23	325.91	364.58	346.59	369.28	302.74	304.47	307.28	306.32	309.33	291.58	336.14	336.05	253.95	258.33	264.82	273.76	329.68	357.34	352.22	344.69	329.72	338.01	291.34	331.99	327.14	292.00	340.84	281.42	322.08	312.59	298.75
CLUG_01017	2057116	99.74	132.54	88.12	124.13	121.94	116.31	107.02	95.60	117.41	199.02	114.98	96.97	132.34	234.98	343.01	90.45	86.27	100.38	98.08	448.51	162.48	131.70	106.85	141.07	302.88	348.72	326.89	336.93	281.10	281.12	279.51	290.93	290.67	282.22	298.48	302.28	236.36	256.22	252.02	269.99	314.25	325.34	341.74	329.22	315.86	305.54	274.85	315.35	321.75	272.83	307.88	254.26	294.22	309.48	275.39
CLUG_01018	2060206	68.56	85.67	62.04	84.90	82.55	74.29	67.32	58.15	70.65	133.91	69.55	63.89	80.56	158.90	231.94	61.42	59.42	67.59	66.90	281.44	100.78	90.23	76.90	103.73	226.55	251.89	237.95	251.90	215.27	206.72	198.60	212.92	210.10	198.62	200.57	223.02	182.40	192.40	177.69	198.52	224.99	242.82	245.48	234.30	232.68	238.37	218.91	222.84	238.81	199.34	238.89	195.68	224.92	213.93	203.08
CLUG_01019	2063343	124.37	147.89	115.89	143.39	136.46	124.78	115.81	97.52	124.55	218.99	134.11	108.05	148.12	267.35	416.64	117.48	101.76	114.93	111.63	499.66	171.02	149.09	126.23	162.70	335.24	361.98	353.95	361.65	312.03	314.45	300.71	306.72	315.33	304.71	317.50	323.69	218.08	234.43	256.44	282.28	321.27	356.94	353.73	363.14	337.17	339.19	270.29	329.28	335.90	308.77	336.11	277.48	317.70	320.77	300.47
CLUG_01020	2067264	126.17	140.47	109.36	144.52	137.70	121.94	108.57	94.19	111.75	200.35	127.17	105.63	143.58	251.54	390.74	110.61	94.08	110.27	95.64	478.96	171.71	135.53	123.53	150.01	332.33	370.24	347.18	368.70	294.61	306.76	292.43	298.64	295.39	310.02	314.45	332.49	227.37	233.26	256.80	276.78	307.48	347.96	372.93	349.75	332.11	341.05	290.03	320.59	330.98	291.56	328.78	264.41	321.67	318.62	295.88
CLUG_01021	2070666	127.21	146.33	107.89	158.25	146.67	129.14	121.87	107.39	126.39	224.61	131.78	102.02	147.15	281.69	412.07	123.28	115.46	114.25	109.85	503.05	180.10	150.62	135.29	166.60	333.19	374.20	366.13	392.61	319.67	308.78	299.73	316.07	317.52	296.36	326.17	340.66	207.57	241.15	280.40	283.77	333.48	341.44	370.55	339.16	353.31	356.43	300.72	328.69	333.41	288.22	348.03	287.45	320.95	339.58	306.40
CLUG_01022	2072193	124.74	152.74	112.11	146.96	135.96	127.02	109.97	104.92	121.95	216.42	126.86	109.73	144.35	273.80	427.30	117.52	97.71	115.99	109.42	523.82	176.08	153.07	125.40	166.72	331.84	364.92	365.29	372.66	297.46	310.43	303.36	300.69	310.92	296.71	327.88	327.49	214.66	223.80	272.60	283.52	313.49	345.65	364.04	359.02	346.41	347.50	271.69	322.87	332.78	291.05	335.25	274.47	326.20	316.08	308.20
CLUG_01023	2075539	129.12	161.09	123.26	149.60	142.68	129.73	112.89	105.78	135.66	210.58	130.94	116.42	164.38	261.39	426.17	134.42	119.04	100.81	109.86	508.58	171.87	146.94	128.74	163.42	339.03	367.26	374.30	360.25	301.47	321.31	303.42	326.08	312.27	316.21	324.49	356.83	248.65	252.96	283.65	304.52	335.42	363.07	369.09	367.27	329.39	369.79	291.06	337.67	358.45	293.88	352.21	288.99	330.35	344.82	295.18
CLUG_01024	2076324	127.16	151.13	116.26	170.29	143.32	129.46	112.16	99.29	143.42	234.59	134.11	104.98	148.02	276.42	439.48	131.80	102.28	114.96	115.77	521.04	173.41	150.41	138.17	162.50	320.97	362.86	346.71	369.22	321.97	327.82	290.72	305.38	306.94	325.08	326.59	346.04	211.15	222.67	250.42	288.44	325.40	348.10	378.17	360.82	340.67	356.34	278.27	325.31	337.48	309.65	340.46	296.80	333.31	335.35	294.77
CLUG_01025	2077506	124.61	148.80	114.70	147.16	149.56	129.00	117.81	96.46	140.03	240.89	134.84	115.67	137.54	259.38	426.64	121.37	107.92	117.11	108.83	506.93	188.49	167.74	135.89	171.72	346.04	379.96	365.21	366.12	304.32	317.29	309.03	317.07	318.86	330.02	312.97	335.28	227.93	232.25	284.69	277.33	328.38	374.94	373.57	366.34	341.23	349.21	279.66	341.89	351.34	285.78	336.80	278.71	335.34	325.27	286.35
CLUG_01026	2078517	122.49	147.84	107.97	154.85	140.95	119.80	107.21	96.91	135.30	221.14	119.02	101.59	139.82	288.85	433.95	110.86	96.50	120.73	102.20	509.43	174.35	138.25	119.40	147.23	322.08	382.24	358.02	364.56	311.40	327.01	286.26	310.55	318.29	293.77	320.11	350.01	211.30	216.94	265.11	287.00	330.47	347.09	368.44	379.13	337.50	345.54	266.38	352.48	359.80	297.80	331.71	280.19	323.94	329.79	315.47
CLUG_01027	2080018	127.46	138.83	109.43	150.05	136.17	118.96	106.40	89.31	118.10	214.60	126.17	113.03	148.14	260.42	395.89	126.72	97.13	93.16	109.38	514.81	170.19	149.27	140.24	181.14	317.21	375.71	357.31	376.70	288.85	301.85	312.83	298.46	311.69	293.48	322.92	328.92	233.90	221.61	260.78	276.01	304.06	342.97	369.70	340.21	336.85	335.49	279.11	310.89	335.02	288.22	347.19	284.57	332.33	312.02	287.35
CLUG_01028	2080689	115.41	145.79	107.25	136.70	131.35	122.35	113.23	90.73	114.96	209.02	126.03	95.57	133.19	245.91	389.37	115.35	95.92	112.00	97.34	481.47	168.66	138.70	122.10	151.69	310.42	358.23	350.28	369.44	299.36	309.24	297.94	304.62	305.39	286.49	318.80	317.30	235.05	243.21	267.42	280.90	313.26	348.28	364.26	330.48	328.51	343.45	276.16	331.72	346.35	288.22	337.78	269.31	316.85	303.74	284.99
CLUG_01029	2082528	124.15	139.16	103.73	155.87	135.11	129.45	99.64	96.86	123.56	217.70	126.99	107.56	134.91	255.88	380.06	115.33	99.40	104.11	98.20	477.50	167.42	148.08	125.24	145.30	336.05	369.90	358.80	367.37	301.89	319.71	303.98	303.81	313.21	291.00	327.59	322.12	213.88	238.41	259.52	286.62	316.10	365.02	358.33	361.92	326.16	353.04	290.09	329.84	329.30	301.71	343.80	285.43	316.26	317.87	299.43
CLUG_01030	2084240	127.48	158.55	120.05	135.16	147.01	124.12	113.05	101.62	117.12	204.82	125.46	110.83	140.51	273.31	393.92	104.68	95.30	112.11	111.34	477.50	171.45	135.64	130.12	186.90	344.95	374.31	384.92	400.65	323.22	316.57	291.17	311.63	331.18	309.91	338.36	345.64	289.97	304.25	284.83	304.91	358.40	379.28	360.96	376.93	364.19	366.93	297.94	344.85	364.36	324.58	354.87	304.20	323.23	326.53	306.73
CLUG_01031	2085337	125.03	151.63	112.62	156.22	145.76	131.11	118.81	95.23	125.05	228.50	141.44	107.82	149.39	285.36	423.51	117.07	101.94	109.46	106.17	515.16	179.98	153.13	130.16	171.68	342.70	371.76	353.24	378.30	309.74	314.33	301.67	318.16	333.68	306.66	325.94	340.27	230.68	237.46	271.98	280.59	324.84	358.26	383.19	362.38	346.67	371.44	286.93	329.66	358.96	301.60	336.45	283.77	324.91	324.60	300.03
CLUG_01032	2087684	128.92	161.34	119.82	155.63	144.32	133.49	119.90	101.49	126.32	224.54	139.37	109.11	141.36	291.46	428.06	117.38	99.23	121.19	103.42	508.99	175.95	153.91	136.07	170.69	347.06	374.88	363.63	384.69	299.87	313.99	306.51	317.19	317.33	296.48	338.03	337.38	218.96	229.50	269.01	291.29	341.43	355.72	384.64	355.42	339.88	361.84	292.09	330.93	351.23	299.90	344.81	287.53	330.70	324.19	295.68
CLUG_01033	2091690	132.27	139.88	111.99	166.42	126.54	152.34	104.76	97.87	124.72	237.34	140.92	119.12	147.85	274.08	410.44	111.50	106.13	106.58	109.06	492.62	179.36	155.98	123.43	160.55	338.90	405.52	361.79	400.67	315.18	327.64	303.62	301.02	308.57	288.36	327.60	355.40	209.20	226.95	263.70	258.23	314.45	357.25	368.91	364.21	342.07	365.75	266.03	341.89	331.00	308.00	347.04	299.48	339.83	310.45	295.13
CLUG_01034	2092691	87.76	133.83	112.02	138.41	136.18	122.61	100.65	95.04	101.06	201.97	110.43	95.16	122.40	244.68	358.39	100.13	98.66	113.44	96.56	458.16	162.01	142.84	127.23	147.47	321.56	330.68	340.51	362.65	293.57	282.94	284.84	265.85	302.12	261.79	328.82	310.84	210.58	207.44	251.78	255.36	310.56	320.45	356.06	323.88	312.45	347.27	280.03	321.01	327.83	273.97	304.02	259.94	311.04	305.76	276.14
CLUG_01035	2093771	123.44	144.09	108.56	140.21	134.37	121.04	107.47	99.16	123.26	220.35	134.65	106.45	145.99	267.04	417.71	123.71	98.46	105.89	105.61	500.98	173.99	150.63	120.07	159.71	321.09	366.33	358.05	368.56	290.71	304.09	294.79	288.42	309.63	290.90	316.99	332.67	210.71	220.87	252.42	270.69	304.74	350.25	366.27	352.36	320.21	346.94	263.24	322.97	332.04	288.76	325.95	275.45	312.17	314.90	305.48
CLUG_01036	2096019	128.32	143.47	113.12	149.67	137.45	124.09	116.66	97.77	126.68	224.90	135.74	112.57	145.83	271.43	413.69	118.94	104.45	112.09	110.58	516.77	174.76	157.08	133.87	164.10	351.29	388.53	371.62	376.16	307.16	323.92	302.18	317.49	325.02	305.50	326.00	348.47	229.60	249.64	279.21	296.94	335.95	371.18	380.26	364.85	343.19	366.21	299.53	344.17	353.25	302.54	357.46	291.44	328.22	332.33	299.95
CLUG_01037	2100810	117.28	139.93	101.87	140.13	127.81	128.52	113.59	95.95	127.90	215.32	124.78	103.96	130.96	256.46	383.35	111.67	98.89	105.84	98.73	477.09	164.02	141.86	126.48	142.09	323.26	359.60	346.08	367.56	297.92	296.07	285.93	294.19	309.10	291.15	317.65	336.39	233.64	242.41	263.12	285.04	327.71	355.38	360.34	361.56	332.92	358.55	285.16	324.04	335.82	287.87	329.13	276.68	325.00	322.90	289.78
CLUG_01038	2103524	115.82	149.92	102.09	143.64	133.41	116.16	107.78	102.66	124.09	220.98	141.25	106.27	138.36	255.06	404.70	115.12	105.67	114.45	105.69	498.46	170.80	147.45	128.22	167.10	341.33	370.59	356.86	356.52	298.89	312.47	303.13	305.53	290.55	285.04	315.50	332.90	199.25	234.78	253.94	280.68	317.62	356.65	363.23	357.04	328.55	350.33	278.17	333.22	340.48	294.06	332.59	268.45	322.52	321.56	270.18
CLUG_01039	2105074	118.24	150.11	101.45	151.45	132.58	132.10	113.08	95.93	133.97	231.95	131.98	116.06	138.91	268.62	407.57	115.85	104.57	108.96	105.01	507.29	175.10	148.45	130.38	169.67	343.62	377.90	355.99	379.77	292.76	309.83	299.79	302.88	318.04	284.94	318.24	329.90	210.37	233.34	274.35	284.55	319.58	358.45	375.01	356.37	341.45	366.79	295.56	322.52	356.37	303.12	356.30	280.12	332.72	326.92	293.49
CLUG_01040	2107015	129.14	154.41	118.47	158.82	149.45	134.73	121.01	102.42	134.28	233.05	141.28	115.33	144.68	291.97	436.39	124.04	106.06	118.89	112.28	538.63	177.11	158.09	130.70	169.56	362.81	387.49	376.21	391.48	319.87	321.29	313.21	318.91	329.43	315.54	339.08	340.47	211.64	239.92	280.16	300.20	343.32	369.58	388.98	373.09	347.87	368.22	303.94	348.45	359.40	305.75	350.05	288.44	341.29	337.68	304.37
CLUG_01041	2112373	123.77	136.66	108.84	146.09	129.74	126.40	114.96	89.02	126.47	215.83	133.22	109.56	135.28	265.76	393.81	109.19	97.43	111.53	108.66	508.46	162.64	145.06	126.47	165.01	339.84	379.99	359.99	386.61	318.09	317.85	311.48	302.42	320.49	311.72	318.18	344.41	230.67	257.77	273.36	297.33	317.82	370.09	383.95	358.26	329.04	363.84	282.94	329.15	351.16	299.32	347.36	290.18	341.94	318.15	293.87
CLUG_01042	2114350	124.93	159.11	115.38	136.94	121.45	138.34	112.06	98.78	123.65	216.40	139.02	107.95	138.33	264.01	395.76	115.46	104.55	104.31	97.31	484.93	169.98	155.25	111.90	143.62	342.57	361.82	362.29	360.20	325.94	320.39	302.90	302.77	304.49	298.51	317.72	340.43	233.84	259.10	270.15	295.82	348.18	344.99	389.92	336.57	350.44	348.45	286.90	333.99	332.58	282.26	342.33	264.05	330.67	320.21	310.66
CLUG_01043	2117097	118.49	145.33	112.02	147.84	137.63	129.05	111.12	96.28	128.84	216.17	140.09	108.36	154.51	279.78	380.44	97.23	94.12	108.71	116.98	493.75	176.10	144.61	124.20	158.17	354.20	390.75	364.34	374.02	315.90	334.46	312.65	308.86	321.21	307.24	294.34	332.57	243.58	259.99	292.24	285.80	351.08	354.56	386.36	364.13	343.93	349.79	293.50	326.35	361.15	304.83	348.76	285.66	334.92	316.16	293.99
CLUG_01044	2118240	131.37	138.80	106.01	153.29	143.29	132.66	111.24	105.38	126.22	216.24	119.14	117.33	147.35	264.75	445.38	122.43	97.64	113.69	112.50	518.78	180.10	143.82	132.28	173.95	335.99	362.48	353.31	378.10	298.02	316.25	296.20	296.49	319.28	285.66	312.42	332.48	217.12	235.08	263.85	286.78	325.77	355.27	388.70	350.64	346.50	364.29	291.22	324.90	343.92	309.80	332.05	284.01	321.55	304.44	293.63
CLUG_01045	2118253	133.52	141.31	106.62	153.87	141.26	133.30	110.20	106.00	124.97	220.06	118.10	116.56	147.45	264.83	444.21	124.74	97.41	115.85	110.41	518.44	178.77	142.86	132.12	173.19	336.16	359.62	352.92	375.24	296.00	315.19	293.17	292.94	317.13	284.22	313.50	330.33	216.90	232.13	260.75	282.17	325.97	351.46	387.43	348.16	344.58	365.59	288.11	324.42	339.40	307.70	330.47	282.29	323.35	303.49	289.48
CLUG_01046	2119243	126.79	156.89	112.05	149.82	140.16	128.76	112.00	98.36	128.04	222.88	133.37	111.99	141.96	261.52	419.87	123.58	101.17	115.58	112.06	512.16	172.92	158.58	129.49	170.78	354.85	391.83	377.17	387.84	315.55	335.20	317.27	316.53	325.24	318.49	327.85	359.60	243.51	265.67	285.83	305.85	355.55	373.04	399.23	373.64	346.50	383.18	297.72	344.79	367.12	307.16	356.14	300.86	334.56	337.67	310.63
CLUG_01047	2123066	124.32	137.57	104.50	147.89	138.00	133.14	119.80	103.48	132.00	245.42	125.83	116.09	151.98	287.59	417.17	112.13	86.93	116.35	101.38	512.32	176.70	160.89	124.38	159.98	336.08	389.66	358.69	357.28	314.92	325.12	313.97	315.02	317.66	308.82	333.51	347.03	216.16	218.52	261.80	316.07	350.71	379.28	387.99	355.52	328.78	379.53	293.65	358.97	371.06	310.19	348.95	294.51	331.78	335.82	277.75
CLUG_01048	2124206	100.83	140.55	114.45	146.46	139.18	117.65	107.54	91.10	115.25	234.01	117.93	102.84	138.91	240.80	399.62	103.41	98.53	107.66	103.75	479.11	168.14	142.41	127.60	150.15	337.67	369.66	364.83	388.48	327.97	331.02	300.66	299.34	330.53	313.60	334.77	327.67	227.23	250.48	277.02	295.56	333.17	368.50	377.29	365.86	343.96	370.56	295.05	354.09	360.62	311.74	347.92	293.11	349.01	315.29	296.31
CLUG_01049	2125299	134.92	151.36	112.97	135.39	142.21	125.72	115.45	99.59	123.88	228.70	141.62	113.13	145.24	269.74	419.99	127.57	94.36	108.62	109.00	508.72	187.50	155.85	131.66	168.26	365.21	389.72	374.04	396.93	317.16	317.73	322.98	309.80	326.59	320.48	345.95	345.53	229.39	255.46	300.11	301.79	347.44	377.64	386.93	381.75	350.28	381.01	296.48	341.08	349.67	302.64	342.72	298.12	339.15	322.39	302.54
CLUG_01050	2126697	125.46	148.55	115.95	148.69	139.80	128.69	117.13	97.75	124.37	230.93	137.68	114.51	143.14	273.18	410.33	122.93	97.79	118.95	116.77	522.74	181.45	161.76	136.47	160.63	356.83	393.63	380.81	392.36	320.12	332.13	313.89	313.60	325.92	309.47	326.44	342.94	231.91	248.34	274.90	310.83	356.93	374.01	397.51	371.64	343.82	380.44	297.09	354.31	359.15	315.58	351.54	289.32	340.34	333.45	306.14
CLUG_01051	2128943	120.80	153.14	113.83	147.12	137.09	135.53	113.84	99.58	122.55	223.46	144.22	105.19	148.45	255.73	399.27	116.87	104.13	110.54	112.81	523.29	173.08	146.76	122.00	167.40	355.63	401.62	370.92	372.06	317.53	325.70	318.80	314.91	327.07	300.04	339.03	345.93	222.03	252.53	286.99	312.70	345.93	364.59	392.07	376.35	346.39	375.00	285.30	364.66	367.64	311.28	351.74	291.50	341.82	334.37	298.05
CLUG_01052	2130684	127.41	161.53	114.45	143.17	139.89	121.38	126.13	93.35	129.20	224.69	139.11	119.63	143.44	280.42	411.24	122.38	109.08	110.01	110.04	505.66	177.84	155.00	132.15	171.89	351.26	378.11	367.22	375.19	316.46	321.34	303.12	307.97	324.74	296.23	346.94	354.25	217.87	238.24	281.41	289.89	333.75	367.08	380.58	352.88	344.60	378.88	288.82	344.40	342.93	305.79	350.82	278.56	342.63	316.33	313.13
CLUG_01053	2132196	135.01	153.64	122.42	156.14	138.51	137.93	117.08	98.84	126.31	231.94	134.46	121.79	151.78	266.42	434.15	130.99	108.65	119.08	112.08	494.00	183.68	163.41	132.53	163.69	361.89	408.77	393.18	368.01	309.11	350.86	315.10	319.08	330.68	308.58	338.30	352.19	233.36	228.18	276.14	298.01	366.46	384.28	401.22	369.45	342.39	352.49	281.83	342.10	402.58	294.45	350.50	289.20	351.65	334.02	306.00
CLUG_01054	2133440	131.96	159.82	116.79	155.45	149.74	139.29	113.71	100.38	131.62	229.06	139.38	118.44	151.11	293.94	433.46	124.28	110.12	118.72	115.51	544.66	182.30	166.57	133.05	176.23	365.74	402.11	382.34	392.65	323.82	331.85	325.06	325.48	337.73	312.35	333.89	356.22	236.99	248.72	289.75	309.39	369.30	380.47	399.10	370.98	346.32	392.59	298.45	353.72	372.21	320.54	365.43	296.19	354.10	338.97	309.34
CLUG_01055	2137948	127.66	137.61	103.83	139.62	138.99	131.40	109.21	105.27	134.91	230.37	138.16	121.36	141.83	255.70	396.87	113.81	99.24	113.24	114.44	511.12	191.20	144.88	119.70	176.30	340.99	371.37	369.90	365.21	293.27	306.93	310.81	304.09	324.06	310.02	324.81	316.99	223.98	253.90	270.88	299.87	337.85	357.25	369.46	348.18	327.60	367.05	277.44	331.69	351.43	280.98	355.31	271.11	324.52	328.22	283.49
CLUG_01056	2139453	122.58	155.69	114.82	152.02	152.86	127.45	116.17	98.37	128.15	234.54	135.30	111.29	145.59	289.44	427.28	124.89	105.20	116.21	112.56	518.56	183.91	156.20	130.80	172.85	352.77	399.03	372.88	377.97	307.00	320.47	316.15	306.19	328.64	301.65	338.79	345.93	234.07	254.75	275.96	301.53	345.40	374.30	393.03	364.19	343.30	380.80	292.40	348.65	355.20	300.46	349.74	285.82	328.97	329.52	307.66
CLUG_01057	2144159	130.88	154.21	120.69	153.41	149.01	128.90	108.54	102.41	125.80	229.14	133.91	104.59	149.13	270.69	425.21	131.85	102.49	115.85	111.06	512.98	186.70	161.36	132.42	160.20	354.91	389.28	376.38	378.84	306.28	319.35	296.67	311.92	319.58	306.13	331.72	330.00	221.79	247.00	296.15	301.51	351.85	358.45	380.85	366.27	330.04	385.53	290.59	357.63	356.06	310.11	339.96	282.57	339.36	329.69	287.46
CLUG_01058	2145708	131.55	158.88	117.32	158.72	144.27	144.52	111.97	98.85	135.29	249.38	146.26	118.96	159.59	300.90	440.56	118.55	110.58	118.39	116.02	526.82	185.60	173.03	136.24	174.45	372.70	406.23	390.90	392.66	325.09	330.08	330.24	324.24	335.61	329.31	341.43	359.56	229.98	253.84	290.06	320.38	356.46	392.17	416.66	371.56	352.12	402.82	312.35	360.50	357.57	307.69	363.86	295.87	361.19	336.86	324.37
CLUG_01059	2148604	130.08	155.14	106.33	148.15	141.00	135.84	120.90	107.07	133.33	221.24	137.72	117.29	151.44	271.29	417.34	120.12	107.21	115.70	113.67	501.85	174.79	157.93	137.86	168.78	358.83	407.02	384.41	388.64	325.66	312.91	319.30	319.29	351.19	334.81	324.79	343.49	225.83	249.80	273.13	314.24	360.39	377.52	389.39	372.65	338.11	390.94	302.58	348.40	359.04	315.15	349.33	291.27	357.38	340.70	295.84
CLUG_01060	2150686	135.64	153.26	110.51	161.25	150.78	137.43	122.02	104.91	139.48	240.73	148.43	119.36	152.27	288.99	446.84	128.86	113.27	112.61	115.75	537.21	182.84	165.99	131.72	174.30	365.42	430.20	395.93	397.62	326.03	337.97	314.11	340.67	353.00	330.34	333.56	356.65	228.63	241.34	285.64	312.45	352.62	378.27	416.29	372.86	338.36	398.40	307.33	361.20	387.70	309.35	372.35	294.27	349.29	350.99	299.33
CLUG_01061	2152761	117.40	141.35	108.44	140.69	127.27	112.00	102.24	92.73	115.87	196.63	126.57	96.36	138.20	237.61	353.93	99.63	98.13	98.95	100.17	491.28	163.26	146.79	127.30	153.36	348.48	379.34	388.58	366.39	289.19	320.96	303.66	306.52	308.02	280.07	301.59	310.82	225.78	235.02	267.63	278.14	373.81	370.84	386.06	336.74	318.39	361.63	282.87	333.11	341.53	290.61	349.80	277.43	338.14	339.05	310.79
CLUG_01062	2153431	118.87	151.15	121.25	142.29	135.32	124.99	112.50	99.96	140.13	234.32	137.88	118.30	155.59	286.16	427.51	120.69	102.24	120.24	109.27	535.01	172.75	156.28	152.66	164.32	381.44	392.47	390.54	400.60	331.09	323.66	329.51	327.30	352.86	318.41	343.09	360.13	228.23	256.44	297.91	297.96	355.49	373.32	404.58	368.21	360.05	397.25	328.13	347.46	365.12	326.26	372.75	306.60	357.41	346.89	308.20
CLUG_01063	2154683	121.13	145.98	113.13	149.19	146.61	130.49	103.11	92.65	120.92	238.04	135.86	111.81	147.82	285.97	421.87	123.68	110.23	117.70	107.18	513.59	173.82	144.56	133.33	171.90	386.81	395.63	389.73	373.68	314.75	330.30	323.88	325.87	342.92	305.59	332.90	349.66	236.02	259.94	294.79	293.03	377.27	378.57	415.28	388.32	334.44	380.76	322.15	343.24	385.05	311.09	366.74	276.61	346.56	332.10	291.01
