# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CLUG_05094	CLUG_05094	CLUT_05094T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05095	CLUG_05095	CLUT_05095T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05096	CLUG_05096	CLUT_05096T0	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	2
CLUG_05097	CLUG_05097	CLUT_05097T0	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
CLUG_05098	CLUG_05098	CLUT_05098T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05099	CLUG_05099	CLUT_05099T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_05100	CLUG_05100	CLUT_05100T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05101	CLUG_05101	CLUT_05101T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05102	CLUG_05102	CLUT_05102T0	protein_coding	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	1
CLUG_05103	CLUG_05103	CLUT_05103T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_05104	CLUG_05104	CLUT_05104T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05105	CLUG_05105	CLUT_05105T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05106	CLUG_05106	CLUT_05106T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05107	CLUG_05107	CLUT_05107T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05108	CLUG_05108	CLUT_05108T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05109	CLUG_05109	CLUT_05109T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_05110	CLUG_05110	CLUT_05110T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05111	CLUG_05111	CLUT_05111T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05112	CLUG_05112	CLUT_05112T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_05113	CLUG_05113	CLUT_05113T0	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
CLUG_05114	CLUG_05114	CLUT_05114T0	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CLUG_05115	CLUG_05115	CLUT_05115T0	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CLUG_05116	CLUG_05116	CLUT_05116T0	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CLUG_05117	CLUG_05117	CLUT_05117T0	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CLUG_05118	CLUG_05118	CLUT_05118T0	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
CLUG_05119	CLUG_05119	CLUT_05119T0	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0
CLUG_05120	CLUG_05120	CLUT_05120T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05122	CLUG_05122	CLUT_05122T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05123	CLUG_05123	CLUT_05123T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05124	CLUG_05124	CLUT_05124T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05125	CLUG_05125	CLUT_05125T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05126	CLUG_05126	CLUT_05126T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05127	CLUG_05127	CLUT_05127T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05128	CLUG_05128	CLUT_05128T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05129	CLUG_05129	CLUT_05129T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05130	CLUG_05130	CLUT_05130T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05135	CLUG_05135	CLUT_05135T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05136	CLUG_05136	CLUT_05136T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05137	CLUG_05137	CLUT_05137T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05138	CLUG_05138	CLUT_05138T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05139	CLUG_05139	CLUT_05139T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05140	CLUG_05140	CLUT_05140T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05141	CLUG_05141	CLUT_05141T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05142	CLUG_05142	CLUT_05142T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05143	CLUG_05143	CLUT_05143T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05144	CLUG_05144	CLUT_05144T0	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CLUG_05145	CLUG_05145	CLUT_05145T0	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2
CLUG_05146	CLUG_05146	CLUT_05146T0	protein_coding	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CLUG_05147	CLUG_05147	CLUT_05147T0	protein_coding	1	1	0	4	0	0	0	1	1	0	0	0	0	0	0	0	1	3
CLUG_05148	CLUG_05148	CLUT_05148T0	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1
CLUG_05149	CLUG_05149	CLUT_05149T0	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
CLUG_05150	CLUG_05150	CLUT_05150T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_05151	CLUG_05151	CLUT_05151T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05152	CLUG_05152	CLUT_05152T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05153	CLUG_05153	CLUT_05153T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05154	CLUG_05154	CLUT_05154T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05157	CLUG_05157	CLUT_05157T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05158	CLUG_05158	CLUT_05158T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05159	CLUG_05159	CLUT_05159T0	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CLUG_05160	CLUG_05160	CLUT_05160T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05161	CLUG_05161	CLUT_05161T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05162	CLUG_05162	CLUT_05162T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05163	CLUG_05163	CLUT_05163T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_05164	CLUG_05164	CLUT_05164T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_05165	CLUG_05165	CLUT_05165T0	protein_coding	0	0	2	4	0	2	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05166	CLUG_05166	CLUT_05166T0	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	2
CLUG_05167	CLUG_05167	CLUT_05167T0	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CLUG_05168	CLUG_05168	CLUT_05168T0	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
CLUG_05169	CLUG_05169	CLUT_05169T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05177	CLUG_05177	CLUT_05177T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05178	CLUG_05178	CLUT_05178T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05179	CLUG_05179	CLUT_05179T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05180	CLUG_05180	CLUT_05180T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05181	CLUG_05181	CLUT_05181T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05182	CLUG_05182	CLUT_05182T0	protein_coding	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CLUG_05183	CLUG_05183	CLUT_05183T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05184	CLUG_05184	CLUT_05184T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05185	CLUG_05185	CLUT_05185T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05186	CLUG_05186	CLUT_05186T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05187	CLUG_05187	CLUT_05187T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05189	CLUG_05189	CLUT_05189T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05190	CLUG_05190	CLUT_05190T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05191	CLUG_05191	CLUT_05191T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05192	CLUG_05192	CLUT_05192T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05195	CLUG_05195	CLUT_05195T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05196	CLUG_05196	CLUT_05196T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05197	CLUG_05197	CLUT_05197T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05198	CLUG_05198	CLUT_05198T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05199	CLUG_05199	CLUT_05199T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05200	CLUG_05200	CLUT_05200T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05202	CLUG_05202	CLUT_05202T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05203	CLUG_05203	CLUT_05203T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05204	CLUG_05204	CLUT_05204T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05205	CLUG_05205	CLUT_05205T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05206	CLUG_05206	CLUT_05206T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05207	CLUG_05207	CLUT_05207T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05208	CLUG_05208	CLUT_05208T0	protein_coding	1	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	1
CLUG_05209	CLUG_05209	CLUT_05209T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05210	CLUG_05210	CLUT_05210T0	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CLUG_05211	CLUG_05211	CLUT_05211T0	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0
CLUG_05212	CLUG_05212	CLUT_05212T0	protein_coding	1	0	0	6	0	0	0	6	1	0	0	0	0	0	0	0	0	0
CLUG_05213	CLUG_05213	CLUT_05213T0	protein_coding	1	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	6
CLUG_05214	CLUG_05214	CLUT_05214T0	protein_coding	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	6
CLUG_05215	CLUG_05215	CLUT_05215T0	protein_coding	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	3
CLUG_05216	CLUG_05216	CLUT_05216T0	protein_coding	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	4
CLUG_05217	CLUG_05217	CLUT_05217T0	protein_coding	0	0	0	17	0	0	0	7	0	0	0	0	0	0	0	0	0	10
CLUG_05218	CLUG_05218	CLUT_05218T0	protein_coding	0	0	0	13	0	0	0	10	0	0	0	0	0	0	0	0	0	3
CLUG_05219	CLUG_05219	CLUT_05219T0	protein_coding	0	0	0	17	0	0	0	13	0	0	0	0	0	0	0	0	0	4
CLUG_05220	CLUG_05220	CLUT_05220T0	protein_coding	3	0	0	12	0	0	0	6	3	0	0	0	0	0	0	0	0	6
CLUG_05221	CLUG_05221	CLUT_05221T0	protein_coding	1	0	0	15	0	0	0	5	1	0	0	0	0	0	0	0	0	10
CLUG_05222	CLUG_05222	CLUT_05222T0	protein_coding	3	0	0	12	0	0	0	2	2	0	0	0	2	0	0	2	0	10
CLUG_05223	CLUG_05223	CLUT_05223T0	protein_coding	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	7
CLUG_05224	CLUG_05224	CLUT_05224T0	protein_coding	1	0	0	7	0	0	0	2	1	0	0	0	0	0	0	0	0	5
CLUG_05225	CLUG_05225	CLUT_05225T0	protein_coding	1	0	0	7	0	0	0	2	1	0	0	0	0	0	0	0	0	5
CLUG_05226	CLUG_05226	CLUT_05226T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05227	CLUG_05227	CLUT_05227T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05228	CLUG_05228	CLUT_05228T0	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
CLUG_05229	CLUG_05229	CLUT_05229T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05230	CLUG_05230	CLUT_05230T0	protein_coding	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	1
CLUG_05231	CLUG_05231	CLUT_05231T0	protein_coding	2	0	0	9	0	0	0	6	2	0	0	0	0	0	0	0	0	3
CLUG_05232	CLUG_05232	CLUT_05232T0	protein_coding	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	6
CLUG_05233	CLUG_05233	CLUT_05233T0	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CLUG_05234	CLUG_05234	CLUT_05234T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05235	CLUG_05235	CLUT_05235T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05236	CLUG_05236	CLUT_05236T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05237	CLUG_05237	CLUT_05237T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_05238	CLUG_05238	CLUT_05238T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05239	CLUG_05239	CLUT_05239T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05240	CLUG_05240	CLUT_05240T0	protein_coding	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
CLUG_05241	CLUG_05241	CLUT_05241T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05242	CLUG_05242	CLUT_05242T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05243	CLUG_05243	CLUT_05243T0	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
CLUG_05244	CLUG_05244	CLUT_05244T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05245	CLUG_05245	CLUT_05245T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05246	CLUG_05246	CLUT_05246T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05247	CLUG_05247	CLUT_05247T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05248	CLUG_05248	CLUT_05248T0	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1
CLUG_05249	CLUG_05249	CLUT_05249T0	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CLUG_05250	CLUG_05250	CLUT_05250T0	protein_coding	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	1
CLUG_05251	CLUG_05251	CLUT_05251T0	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	4
CLUG_05252	CLUG_05252	CLUT_05252T0	protein_coding	1	0	2	2	0	0	0	1	1	0	2	0	0	0	0	0	0	1
CLUG_05253	CLUG_05253	CLUT_05253T0	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
CLUG_05254	CLUG_05254	CLUT_05254T0	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	2
CLUG_05255	CLUG_05255	CLUT_05255T0	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CLUG_05256	CLUG_05256	CLUT_05256T0	protein_coding	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	2
CLUG_05257	CLUG_05257	CLUT_05257T0	protein_coding	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	4
CLUG_05258	CLUG_05258	CLUT_05258T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05259	CLUG_05259	CLUT_05259T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05260	CLUG_05260	CLUT_05260T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05261	CLUG_05261	CLUT_05261T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05262	CLUG_05262	CLUT_05262T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05263	CLUG_05263	CLUT_05263T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_05264	CLUG_05264	CLUT_05264T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_05265	CLUG_05265	CLUT_05265T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_05266	CLUG_05266	CLUT_05266T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_05267	CLUG_05267	CLUT_05267T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05268	CLUG_05268	CLUT_05268T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_05269	CLUG_05269	CLUT_05269T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_05270	CLUG_05270	CLUT_05270T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05272	CLUG_05272	CLUT_05272T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05273	CLUG_05273	CLUT_05273T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05274	CLUG_05274	CLUT_05274T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05275	CLUG_05275	CLUT_05275T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05276	CLUG_05276	CLUT_05276T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05277	CLUG_05277	CLUT_05277T0	protein_coding	1	0	0	4	0	0	0	3	1	0	0	0	0	0	0	0	0	1
CLUG_05278	CLUG_05278	CLUT_05278T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05279	CLUG_05279	CLUT_05279T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05280	CLUG_05280	CLUT_05280T0	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2
CLUG_05281	CLUG_05281	CLUT_05281T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05282	CLUG_05282	CLUT_05282T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_05283	CLUG_05283	CLUT_05283T0	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
CLUG_05286	CLUG_05286	CLUT_05286T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_05287	CLUG_05287	CLUT_05287T0	protein_coding	0	0	1	3	0	1	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_05288	CLUG_05288	CLUT_05288T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_05289	CLUG_05289	CLUT_05289T0	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
CLUG_05290	CLUG_05290	CLUT_05290T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05291	CLUG_05291	CLUT_05291T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05292	CLUG_05292	CLUT_05292T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05293	CLUG_05293	CLUT_05293T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05294	CLUG_05294	CLUT_05294T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05295	CLUG_05295	CLUT_05295T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05296	CLUG_05296	CLUT_05296T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05297	CLUG_05297	CLUT_05297T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05314	CLUG_05314	CLUT_05314T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05315	CLUG_05315	CLUT_05315T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05316	CLUG_05316	CLUT_05316T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05317	CLUG_05317	CLUT_05317T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05318	CLUG_05318	CLUT_05318T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05319	CLUG_05319	CLUT_05319T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05320	CLUG_05320	CLUT_05320T0	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
CLUG_05321	CLUG_05321	CLUT_05321T0	protein_coding	0	0	2	2	0	0	1	1	0	0	1	0	0	0	0	0	0	1
CLUG_05322	CLUG_05322	CLUT_05322T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05323	CLUG_05323	CLUT_05323T0	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
CLUG_05324	CLUG_05324	CLUT_05324T0	protein_coding	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1	0	2
CLUG_05325	CLUG_05325	CLUT_05325T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05326	CLUG_05326	CLUT_05326T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05327	CLUG_05327	CLUT_05327T0	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_05328	CLUG_05328	CLUT_05328T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05329	CLUG_05329	CLUT_05329T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_05330	CLUG_05330	CLUT_05330T0	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CLUG_05331	CLUG_05331	CLUT_05331T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
