GENE	POSITION	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05011	377280	91.37	93.26	77.12	101.99	101.12	112.96	104.02	71.00	89.55	166.18	223.84	86.18	93.59	212.18	293.70	84.07	73.60	82.52	72.48	404.72	127.20	110.31	83.03	99.31	265.81	262.87	280.38	308.84	251.40	254.19	250.74	232.38	239.49	232.64	248.09	293.20	220.70	226.97	223.34	228.88	274.79	295.00	303.47	305.11	275.12	319.11	226.41	277.99	276.07	246.24	259.42	241.85	255.26	259.21	254.24
CLUG_05012	379144	87.36	104.82	74.52	100.07	95.78	96.92	88.43	72.44	83.60	180.68	216.33	77.67	99.75	199.19	273.81	76.76	65.74	85.63	73.29	388.45	112.03	103.14	90.67	101.53	252.72	257.36	273.74	297.83	229.98	262.77	234.10	225.33	246.78	226.82	273.71	270.32	217.18	238.24	211.80	217.26	258.33	279.16	309.20	275.54	267.74	342.33	210.75	263.01	265.10	231.31	243.00	225.53	251.29	246.05	238.69
CLUG_05013	383182	92.24	97.20	73.09	92.09	92.79	100.77	89.73	62.37	92.86	156.20	218.97	84.71	101.09	213.53	285.33	78.31	65.95	88.59	77.48	412.58	117.70	113.58	91.13	95.64	255.65	260.25	284.64	308.44	251.57	265.22	248.05	228.55	239.85	228.59	275.36	275.36	225.90	256.33	191.69	194.75	247.88	270.52	274.49	257.27	284.91	304.36	191.41	236.23	260.26	218.32	201.14	196.77	259.07	243.30	230.18
CLUG_05014	383224	91.76	96.60	71.68	90.06	91.75	99.82	90.13	60.89	90.72	153.90	217.51	85.15	99.51	209.99	280.00	76.70	65.96	87.24	77.43	408.87	117.44	112.01	90.97	94.43	251.02	257.76	283.95	306.79	249.01	264.02	246.82	226.20	237.04	226.18	275.36	271.87	225.20	257.98	196.00	198.01	251.97	276.12	278.68	262.90	283.60	299.96	194.17	240.11	264.88	222.01	203.16	199.79	256.64	240.53	235.74
CLUG_05015	384506	87.10	102.44	79.16	96.64	90.34	97.77	85.59	67.73	78.75	165.08	211.99	77.80	93.24	187.40	239.09	67.29	65.40	77.43	73.61	383.69	109.99	106.47	85.51	95.52	253.19	273.27	277.69	303.36	251.37	278.70	270.71	224.01	240.51	249.96	265.92	268.49	270.83	262.31	211.60	211.07	249.65	297.91	324.60	288.11	286.35	320.21	228.13	270.61	276.04	239.76	253.45	231.72	256.99	265.70	252.16
CLUG_05016	384740	77.11	92.56	75.57	95.54	85.06	93.42	78.14	60.44	73.55	144.98	193.80	69.70	89.38	186.62	229.29	62.45	64.81	69.61	65.27	365.66	95.46	112.58	82.10	91.19	234.14	253.82	246.83	281.21	240.90	242.95	252.42	207.11	223.88	229.11	244.29	257.39	211.22	222.85	196.23	203.28	241.63	276.78	305.38	275.62	254.17	300.16	213.99	249.89	260.96	232.45	225.77	208.17	243.65	251.83	234.39
CLUG_05017	385315	94.31	100.14	79.39	97.77	94.18	109.90	97.28	78.04	90.30	171.65	224.43	83.76	94.58	221.80	295.07	86.07	69.57	96.77	76.49	401.81	121.64	110.97	89.93	111.99	251.95	262.54	278.37	282.11	248.06	264.59	256.18	233.11	262.87	234.54	241.52	276.23	196.04	223.03	217.30	228.51	264.59	290.74	333.44	304.31	267.01	318.07	246.41	268.96	294.26	243.25	257.79	232.89	261.61	241.99	258.98
CLUG_05018	387070	124.43	124.47	103.29	122.91	110.89	108.10	104.63	81.06	104.60	196.53	238.85	94.07	122.37	251.54	346.26	99.97	77.47	112.10	84.32	487.62	136.12	128.20	105.85	118.19	256.47	281.38	325.82	317.19	273.12	297.75	261.20	257.85	298.25	257.02	285.11	309.59	195.99	204.24	220.01	232.26	272.02	330.53	332.83	318.38	294.65	341.76	229.72	294.00	308.62	260.11	281.38	255.43	279.31	287.35	275.78
CLUG_05019	388932	94.50	96.21	73.64	105.03	91.12	108.20	93.52	66.45	77.15	178.43	217.00	84.39	101.10	203.24	270.12	79.14	65.00	90.22	75.72	398.55	112.78	109.34	79.57	106.50	239.30	249.06	270.87	298.67	229.10	269.65	242.84	235.72	253.76	236.29	256.94	273.91	208.34	232.96	200.69	225.87	258.88	273.02	295.82	276.71	274.50	328.44	217.54	254.34	241.33	233.97	252.84	226.91	254.59	254.14	235.23
CLUG_05020	391518	95.39	100.90	81.38	91.09	97.64	103.94	95.88	82.59	98.55	183.68	210.99	87.45	94.33	210.98	289.38	82.81	71.39	87.93	74.83	406.03	137.23	116.97	90.65	115.62	271.63	286.89	310.23	309.65	262.31	272.95	251.95	227.88	260.65	234.47	268.48	290.07	217.34	223.66	222.91	235.55	272.55	297.90	342.14	303.95	280.82	349.04	240.15	294.82	287.40	250.31	280.55	235.58	254.19	272.03	264.66
CLUG_05021	392998	71.80	76.44	59.02	84.72	85.08	84.99	76.82	59.15	69.45	144.40	178.56	67.76	79.15	176.87	208.21	62.15	56.26	71.84	59.55	297.88	100.32	82.74	73.17	94.57	206.57	211.98	232.91	252.44	208.73	211.13	203.16	197.72	223.33	178.98	218.91	226.06	186.71	187.47	171.19	178.39	209.34	234.71	257.11	229.46	225.18	281.70	173.88	212.10	225.15	189.28	210.33	182.21	202.18	214.21	191.17
CLUG_05022	394914	94.80	101.80	80.56	97.70	96.78	106.43	94.33	73.97	81.38	178.61	230.09	88.43	93.31	208.09	288.21	74.25	68.50	87.14	77.02	419.24	122.29	110.86	94.35	108.00	260.30	268.73	282.13	304.26	252.41	272.91	248.10	243.12	250.24	242.01	266.73	272.87	227.31	225.24	212.18	224.71	263.63	285.53	317.22	293.84	272.47	336.38	230.63	263.57	280.08	236.34	261.71	226.62	258.89	255.26	244.57
CLUG_05023	398844	95.84	99.98	80.38	97.75	105.66	97.50	96.57	77.79	93.98	184.78	244.72	87.02	105.40	232.07	300.91	80.73	67.39	98.26	77.78	411.09	129.42	111.11	91.87	112.61	261.47	256.32	272.77	304.54	240.59	269.39	245.80	237.81	256.40	231.74	254.49	276.34	200.94	214.57	200.25	222.71	249.84	269.19	310.44	290.56	279.43	330.69	208.46	253.99	277.68	228.43	246.01	218.87	253.68	249.05	244.14
CLUG_05024	400667	92.51	85.10	77.26	84.45	82.04	88.82	89.70	66.84	81.72	164.63	192.17	76.73	88.66	185.24	237.57	60.38	62.04	77.20	66.60	367.30	125.48	119.33	81.07	103.24	261.41	253.24	274.87	288.47	236.41	261.44	232.25	227.10	268.11	232.53	262.41	258.14	230.38	235.41	214.52	213.23	268.29	295.55	309.48	279.67	275.23	321.43	218.58	258.30	286.67	239.88	264.49	232.69	247.95	243.77	244.68
CLUG_05025	402929	90.05	100.23	74.98	88.53	89.80	94.50	90.87	59.42	83.56	167.42	205.14	74.94	99.81	199.51	269.41	64.84	58.87	80.92	69.45	384.30	105.21	100.85	77.71	99.45	249.08	256.92	281.82	288.99	234.62	268.95	248.63	219.69	252.44	225.54	232.96	276.02	215.65	232.22	211.31	232.15	258.12	290.64	300.25	283.75	259.70	325.20	230.85	259.42	273.66	226.87	247.63	227.39	247.48	235.28	244.08
CLUG_05026	403597	93.09	98.14	76.32	83.04	84.43	97.71	88.29	53.68	90.39	165.06	201.52	77.70	94.99	196.79	258.46	60.88	59.49	92.57	66.68	374.29	104.39	102.71	80.94	97.19	249.78	245.05	280.68	270.22	234.12	258.66	237.62	210.73	232.05	214.78	232.21	271.87	192.17	207.16	209.51	214.54	251.81	272.63	292.21	265.71	264.90	315.21	208.58	254.45	257.17	227.75	241.64	216.16	244.12	229.58	243.45
CLUG_05027	405195	93.25	85.87	66.90	94.15	99.81	92.10	86.39	65.13	76.40	154.85	221.47	81.71	85.00	193.50	257.03	65.93	62.59	75.91	69.13	370.47	111.77	111.87	81.39	104.14	274.75	254.60	282.96	290.69	242.53	246.05	255.50	219.70	261.89	237.86	249.07	284.83	245.30	233.24	198.26	210.26	256.31	272.14	309.41	297.77	248.97	325.92	211.09	259.15	273.62	239.45	259.05	230.42	241.85	248.94	249.63
CLUG_05028	407174	84.72	97.79	82.03	97.40	98.01	106.45	101.33	72.65	92.43	174.59	204.14	87.28	94.89	206.37	288.90	75.87	69.88	90.51	73.30	381.29	115.71	97.23	91.04	107.35	271.99	263.55	292.78	287.36	232.88	265.83	243.72	247.12	234.60	232.66	236.71	264.88	209.74	233.67	191.29	196.88	251.05	290.63	295.93	274.04	258.34	334.65	211.90	240.64	271.22	216.10	245.32	204.24	235.36	243.63	220.68
CLUG_05029	407246	85.43	97.95	84.22	97.32	99.39	107.57	104.52	73.68	92.73	179.01	207.89	89.41	96.97	212.73	292.82	77.61	70.77	91.02	74.68	386.93	117.48	96.07	94.57	110.38	274.42	267.36	292.08	281.99	236.13	268.48	243.06	246.72	236.86	233.51	239.68	263.82	205.04	226.62	191.55	194.32	247.94	287.51	296.53	269.32	259.22	335.49	211.49	240.67	273.67	215.82	247.20	204.36	232.89	242.80	220.76
CLUG_05030	409521	84.40	97.19	83.00	94.77	90.25	97.54	95.97	63.74	91.03	161.02	218.85	86.81	92.65	194.56	266.62	77.95	68.40	95.28	83.48	366.14	123.36	104.67	83.51	106.68	264.54	270.83	289.28	299.74	239.46	264.86	240.68	238.31	261.81	236.65	251.18	266.42	200.38	222.94	200.59	231.65	264.91	284.42	307.95	283.76	270.45	336.88	221.45	271.70	272.50	246.02	264.53	231.65	255.20	241.54	253.72
CLUG_05031	412147	82.95	99.09	70.50	102.43	107.46	101.68	99.14	81.99	95.15	167.78	227.85	87.31	99.39	225.12	292.36	85.42	70.20	72.35	70.55	389.79	128.38	111.34	92.81	110.03	251.17	254.61	299.07	292.47	240.23	276.11	233.96	237.62	269.65	233.83	269.28	279.41	175.69	187.75	205.06	197.84	257.89	281.24	308.40	281.82	256.46	336.77	217.15	266.26	265.78	231.72	264.22	212.16	251.43	251.28	233.30
CLUG_05032	413635	98.33	108.99	85.13	113.67	105.70	103.71	99.02	70.49	91.19	182.19	241.19	89.71	102.67	217.71	313.09	85.58	73.31	94.02	83.31	413.42	127.32	113.41	95.54	120.70	270.22	277.67	298.87	305.29	252.86	278.54	258.34	247.77	273.25	242.54	266.77	277.99	201.14	210.79	210.15	228.38	271.93	285.68	329.64	308.22	280.57	347.87	237.86	267.66	284.18	247.14	269.11	233.43	266.51	262.16	252.32
CLUG_05033	419105	101.28	101.88	84.49	96.61	99.64	86.78	94.73	60.09	93.73	167.01	224.86	81.94	98.41	198.72	297.23	74.46	69.60	82.56	74.74	379.31	130.52	115.55	88.18	112.85	273.04	290.14	293.38	311.67	247.43	268.20	257.48	228.73	269.09	253.13	241.11	267.75	207.94	201.37	220.05	230.66	270.26	288.56	313.71	294.50	289.88	330.98	239.11	274.68	278.91	244.12	269.33	234.21	261.61	268.09	244.25
CLUG_05034	419126	100.59	104.31	86.14	92.39	100.60	83.67	94.02	61.40	93.82	164.81	222.47	80.99	99.40	200.26	301.59	70.88	68.84	79.94	72.01	385.34	134.53	115.16	87.79	111.90	271.48	289.18	296.52	302.61	254.21	272.51	259.63	234.99	267.15	257.11	244.86	269.56	215.78	201.80	218.34	230.02	268.97	292.22	314.19	294.96	291.15	333.11	237.48	274.36	276.63	244.83	269.97	232.59	257.84	267.32	243.10
CLUG_05035	420480	94.55	95.18	83.75	110.82	108.22	103.46	87.71	77.27	97.47	171.23	228.99	88.46	103.97	213.20	300.74	85.60	76.57	93.62	80.44	412.64	119.14	114.90	89.71	102.30	244.92	269.85	275.43	293.15	249.94	261.47	248.89	213.14	246.11	229.50	248.73	254.59	188.41	209.56	215.86	211.49	264.77	268.36	298.00	273.04	255.07	332.19	215.67	263.11	265.24	239.72	262.13	215.11	237.51	262.71	237.33
CLUG_05036	423486	84.70	96.21	70.90	97.74	90.92	94.38	79.42	64.08	73.61	162.26	209.99	78.95	93.15	192.20	252.60	69.38	68.33	78.93	64.28	368.58	114.62	102.73	80.67	96.41	252.49	252.90	264.94	294.31	254.83	259.36	240.54	223.52	256.15	230.20	242.51	271.07	236.33	241.33	190.30	211.18	264.78	262.92	313.03	276.68	277.06	324.44	221.39	248.92	277.76	222.13	246.37	220.42	243.37	240.36	227.62
CLUG_05037	425512	84.97	98.27	71.28	96.39	112.00	98.63	91.55	78.26	85.05	166.53	229.40	85.18	93.94	206.15	291.34	76.08	80.34	80.24	77.01	391.94	126.00	111.61	85.41	99.24	257.40	252.22	291.74	275.72	242.10	271.46	255.45	228.01	274.59	239.77	254.58	270.63	195.33	220.17	194.00	226.07	258.82	260.90	298.10	269.49	275.26	334.04	209.97	260.36	254.97	221.77	254.87	208.58	236.72	252.61	240.74
CLUG_05038	428087	85.83	99.23	74.47	93.21	96.08	91.41	85.53	67.13	87.82	170.51	212.31	82.24	90.46	206.96	269.76	69.61	65.75	85.72	75.37	381.88	116.90	107.59	84.94	103.47	249.71	267.14	278.56	294.56	241.24	260.56	238.74	241.42	255.86	236.78	251.19	267.28	219.87	227.68	203.40	223.32	268.53	272.04	314.06	269.42	264.73	327.30	227.94	254.64	276.93	236.30	249.87	228.41	251.08	254.04	236.44
CLUG_05039	431855	100.41	101.69	81.68	89.88	98.21	90.74	87.35	72.01	84.11	165.45	236.42	75.95	97.36	191.04	269.30	72.70	66.93	85.38	72.14	390.35	111.46	112.44	93.90	114.66	238.31	256.79	279.87	285.14	241.18	253.04	236.79	230.26	244.01	238.73	259.11	257.75	180.68	181.02	191.99	215.17	270.01	285.19	298.78	280.94	268.74	319.47	220.11	249.04	263.35	227.65	247.32	217.39	241.40	235.29	246.67
CLUG_05040	433601	85.00	93.40	72.71	99.36	101.74	92.75	89.46	72.81	86.52	153.55	215.95	79.96	91.50	194.34	264.86	75.53	67.65	85.40	71.30	375.46	118.45	103.72	82.87	110.01	252.79	271.93	287.79	295.92	252.30	259.16	241.35	225.39	269.73	234.97	252.84	276.33	214.45	228.04	204.34	225.76	272.59	270.77	314.33	266.22	269.62	321.97	228.07	256.10	277.21	229.47	253.15	226.29	246.74	245.36	229.88
CLUG_05041	438118	76.05	75.93	58.17	89.63	86.11	75.47	74.86	62.23	70.76	145.72	193.48	67.40	76.65	161.87	224.62	58.32	61.24	62.49	60.53	325.32	94.33	86.71	60.78	95.55	211.76	215.55	242.10	261.95	212.01	215.16	209.18	180.84	229.46	192.82	236.01	218.54	190.84	198.92	155.99	187.41	223.55	235.03	266.52	231.35	225.24	291.65	182.68	228.78	247.10	188.16	219.06	199.44	222.56	206.02	203.05
CLUG_05042	438167	78.88	86.76	70.45	92.50	89.64	81.14	79.82	61.97	78.44	149.21	205.15	74.60	87.01	178.48	242.42	67.64	63.00	72.35	68.28	358.59	107.65	94.49	76.10	104.00	234.76	238.15	259.13	268.54	227.42	240.25	225.27	206.42	241.00	216.51	244.08	241.70	203.12	213.42	173.82	200.64	243.86	247.45	290.75	249.18	242.27	306.66	201.38	249.45	256.96	219.24	237.06	209.11	228.40	225.26	219.54
CLUG_05043	438281	76.15	75.25	59.08	86.54	86.42	74.54	77.29	61.01	69.85	142.75	191.50	69.18	74.92	157.99	221.77	56.60	59.36	62.95	59.67	330.57	89.29	84.31	59.91	95.18	208.00	209.88	239.35	254.73	207.68	208.86	203.00	177.74	227.53	189.56	229.87	214.67	193.97	202.20	154.01	185.53	217.43	232.51	261.81	224.39	221.45	290.40	180.20	229.73	245.88	182.97	221.35	198.43	216.85	203.76	197.01
CLUG_05044	439154	65.24	76.63	66.87	89.71	76.51	75.47	72.49	51.78	68.11	135.59	167.18	67.11	79.94	144.60	190.83	53.44	59.03	67.15	63.17	305.34	102.21	80.95	69.81	87.22	231.49	216.21	234.48	257.33	218.00	227.41	209.34	190.07	218.45	221.14	217.26	230.90	217.29	227.91	164.36	195.35	231.11	232.45	289.98	240.13	233.09	292.26	192.51	224.91	246.50	209.20	213.80	197.68	209.86	219.67	214.70
CLUG_05045	439377	60.94	74.68	67.57	87.93	74.34	73.53	69.92	49.18	69.94	131.88	156.90	68.30	75.81	143.39	188.97	53.18	59.40	68.51	59.21	293.27	100.85	78.43	69.67	83.75	225.33	215.51	235.05	258.37	209.38	225.33	208.67	191.77	214.92	212.86	216.20	231.14	213.45	224.62	156.05	192.16	229.46	220.08	277.03	231.76	221.91	298.12	180.72	228.95	238.95	213.02	207.67	190.81	204.91	215.88	210.33
CLUG_05046	441467	83.92	97.01	68.27	92.46	95.38	80.55	81.23	72.64	88.07	171.48	218.60	80.04	91.81	190.27	261.79	66.77	57.56	78.99	70.83	366.63	113.14	103.88	91.60	104.77	244.56	259.21	278.92	284.28	233.77	256.36	235.63	218.43	249.69	226.66	248.53	254.69	191.01	210.01	179.39	206.22	266.07	262.41	311.32	265.65	254.38	330.43	216.64	242.56	258.73	227.53	248.73	208.37	248.99	233.03	235.16
CLUG_05047	444948	83.65	89.63	71.52	90.82	94.51	88.21	80.76	65.54	80.69	153.60	207.59	76.79	90.64	181.84	245.19	63.49	62.65	79.94	69.11	350.38	104.76	102.98	77.84	100.58	230.90	249.39	255.41	267.29	224.15	228.23	219.64	203.22	237.78	208.97	231.47	240.64	192.11	198.46	182.37	206.81	244.01	253.82	284.89	242.38	247.09	300.07	210.25	233.05	247.18	205.89	239.05	199.94	228.34	225.69	230.22
CLUG_05048	447207	88.00	101.89	73.97	109.50	101.94	87.94	77.30	71.04	85.05	166.53	227.56	83.34	96.56	198.69	271.82	72.77	71.94	80.97	69.61	384.10	121.34	110.00	86.27	110.53	248.03	254.96	265.29	284.14	248.70	255.35	220.99	219.32	253.72	220.38	242.35	271.46	187.52	207.04	196.31	208.23	262.27	276.66	298.81	271.54	244.67	322.98	224.57	245.02	277.28	212.55	255.37	214.11	236.72	237.03	223.99
CLUG_05049	448095	85.55	99.27	68.86	102.87	95.69	88.38	80.17	69.53	83.97	157.12	215.17	79.52	93.82	191.66	256.28	71.93	69.18	71.16	67.98	382.34	113.17	101.33	79.83	104.46	242.59	252.49	276.81	284.80	249.92	259.08	216.72	212.35	261.65	215.69	239.20	261.08	206.64	224.50	194.55	195.39	264.35	269.09	305.11	273.25	247.89	326.33	212.27	255.15	273.72	205.70	247.60	210.13	231.17	242.41	213.81
CLUG_05050	450902	81.12	101.09	62.52	93.07	92.21	90.19	81.89	65.77	81.78	159.51	216.67	84.69	96.33	197.97	253.80	69.29	65.83	70.91	72.72	352.91	108.00	96.89	88.27	101.49	232.83	252.16	266.34	267.69	217.10	247.68	227.20	221.58	239.57	213.85	240.37	251.75	202.83	220.76	182.17	201.46	241.59	270.90	290.28	248.79	257.95	314.94	220.67	243.09	269.75	217.23	242.40	212.81	234.44	224.48	223.05
CLUG_05051	454378	79.90	85.38	65.06	89.90	89.90	84.73	77.38	65.04	80.26	156.82	209.61	78.61	88.33	171.17	248.48	67.65	60.42	78.03	68.61	353.19	104.13	97.18	79.44	91.03	241.16	256.62	256.83	283.39	233.56	255.07	229.08	217.29	249.27	226.38	249.54	264.82	224.05	231.44	189.53	216.50	266.95	272.73	297.50	274.04	255.72	314.01	216.15	249.52	270.10	226.73	240.22	221.38	232.14	234.85	231.11
CLUG_05052	458788	69.79	92.14	72.03	90.51	82.84	79.73	71.38	74.13	64.28	153.09	223.61	76.07	78.64	167.08	223.95	60.97	56.04	68.26	63.93	342.49	98.19	86.40	80.07	97.44	229.23	255.15	256.29	275.21	209.07	226.32	199.20	199.71	260.34	207.12	223.80	265.05	181.81	182.00	193.27	205.16	263.53	251.35	312.08	271.16	251.41	301.53	209.34	223.93	243.83	227.87	236.71	215.27	238.06	217.19	231.41
CLUG_05053	460139	84.60	88.16	68.04	97.39	97.05	87.17	88.78	67.69	85.83	155.53	229.17	78.67	91.54	193.69	259.14	68.90	65.69	84.85	74.95	381.03	118.74	96.10	80.74	106.35	255.90	260.61	264.31	293.78	235.84	233.73	220.83	212.43	252.82	209.67	249.47	256.63	218.24	232.93	185.63	200.74	271.59	262.34	296.63	266.13	258.15	307.26	231.21	252.47	252.47	224.57	255.81	221.00	244.20	234.87	234.31
CLUG_05054	462089	93.94	109.97	76.88	107.35	103.08	99.07	85.37	74.37	95.27	172.89	255.47	82.17	98.07	215.24	294.72	78.85	70.32	92.01	84.01	401.70	121.68	108.74	87.67	108.19	265.92	271.49	278.29	288.53	256.41	261.22	247.62	220.75	267.11	234.11	249.22	276.85	187.56	197.01	188.50	215.62	263.20	282.05	326.19	271.19	278.50	314.52	227.41	256.41	276.86	229.37	253.88	207.52	256.05	239.47	213.83
CLUG_05055	464280	95.27	110.10	83.02	106.79	103.97	94.37	89.10	70.84	95.16	171.62	260.18	96.98	97.17	213.32	292.23	87.50	65.81	86.52	73.52	403.73	122.39	115.85	92.66	117.65	257.20	269.80	274.94	294.24	240.60	255.17	235.13	227.41	263.05	225.33	259.64	272.40	176.67	194.63	183.87	211.16	264.92	283.21	311.01	278.46	267.32	335.81	217.72	247.06	261.57	232.76	257.95	212.49	244.47	238.51	234.72
CLUG_05056	468083	84.62	100.84	78.79	102.35	87.19	89.45	81.12	64.22	83.09	163.82	241.57	84.51	91.42	201.06	259.31	68.69	65.72	77.03	62.49	380.53	118.84	107.11	88.72	94.85	247.76	247.71	273.57	273.53	229.07	233.93	223.05	216.94	258.03	220.06	239.94	258.98	188.11	193.96	184.37	201.83	251.11	246.35	290.85	252.09	260.49	325.06	210.13	243.05	261.86	218.69	237.04	200.23	237.56	228.36	214.60
CLUG_05057	470411	93.98	118.99	82.05	112.06	103.38	108.08	84.83	73.04	93.94	177.49	280.45	83.92	99.43	213.04	317.01	83.19	77.07	88.59	79.60	411.39	125.31	115.19	99.69	122.58	263.31	281.84	277.35	299.03	232.94	252.35	231.07	233.19	266.59	227.01	253.19	273.25	202.32	201.39	194.46	214.68	285.05	271.30	315.16	278.66	275.92	341.39	241.85	250.95	289.11	236.84	248.98	225.28	242.72	251.95	227.25
CLUG_05058	470417	90.76	116.95	80.59	110.93	102.24	106.45	82.73	71.89	92.81	175.84	276.91	83.05	98.29	207.46	313.75	81.54	76.39	88.20	78.43	403.30	124.50	113.57	98.16	118.90	262.81	280.98	277.98	297.24	230.84	250.80	229.03	233.09	266.05	227.93	251.70	272.57	203.25	204.91	194.28	213.87	284.91	271.04	315.28	279.27	275.64	336.30	243.66	250.46	290.47	235.89	249.24	224.73	240.13	250.25	227.71
CLUG_05059	472222	95.81	108.83	83.39	104.78	99.88	102.32	95.99	78.01	98.67	177.52	276.04	85.41	106.13	227.18	299.11	81.78	79.39	90.09	82.55	405.16	137.13	120.92	91.88	120.17	264.26	275.57	277.17	292.27	237.34	264.66	237.22	230.95	269.90	230.25	248.79	283.72	186.52	199.69	193.28	228.78	283.62	285.33	316.22	279.52	268.92	341.66	230.17	258.15	277.64	230.19	257.83	223.02	248.24	251.55	236.66
CLUG_05060	475500	94.44	107.43	83.02	111.20	106.27	96.67	89.23	69.21	95.69	160.30	266.46	86.07	100.03	214.57	292.54	77.44	74.81	91.97	82.43	395.93	134.66	127.96	90.32	116.23	266.86	277.61	279.47	289.27	254.26	255.52	239.86	244.61	265.09	249.79	256.59	286.18	223.25	235.15	202.29	228.65	275.24	286.07	307.01	285.27	274.07	345.27	231.91	253.16	280.65	223.02	256.76	228.33	264.50	269.82	230.93
CLUG_05061	478621	103.00	138.03	106.47	119.03	129.10	117.79	96.94	94.85	105.84	177.55	331.85	102.79	114.71	243.55	356.04	100.55	83.86	106.17	86.30	483.61	143.76	144.32	109.50	137.12	268.04	287.93	285.98	346.39	280.54	262.32	257.51	247.90	286.33	244.83	252.93	303.39	187.75	196.75	207.52	231.82	322.71	290.89	323.70	293.68	280.39	375.09	257.99	267.39	285.00	243.13	283.17	240.51	279.02	260.63	240.48
CLUG_05062	480472	107.16	117.55	97.29	128.49	120.02	105.83	96.66	77.49	100.85	174.58	310.22	95.55	118.72	248.03	358.92	87.56	73.74	102.90	94.56	465.15	142.19	131.48	104.98	133.34	287.45	304.92	287.29	334.63	263.58	272.24	256.09	254.12	291.88	244.02	279.42	327.61	228.99	248.78	213.84	233.99	305.62	293.04	337.89	288.31	269.22	357.91	240.29	255.36	301.83	272.61	276.49	238.51	276.22	280.51	254.93
CLUG_05063	482128	95.86	112.14	79.18	100.75	119.37	101.99	91.96	68.54	83.21	161.63	251.12	78.49	105.64	207.82	288.43	79.18	73.33	80.43	78.85	398.57	128.61	104.69	87.47	102.16	236.53	254.45	259.60	288.25	231.26	243.34	236.32	216.52	267.86	214.88	252.20	266.29	178.58	191.93	190.08	210.83	259.11	273.60	299.83	266.49	257.32	350.84	212.82	248.34	260.93	216.98	256.34	205.36	240.82	229.96	214.10
CLUG_05064	482641	111.42	128.38	88.32	115.48	117.66	102.64	100.61	77.98	96.03	169.37	273.29	90.09	107.46	243.30	305.60	80.80	79.19	81.67	88.65	425.23	133.11	137.11	95.05	119.70	256.02	265.89	262.86	305.28	233.65	255.69	243.55	236.58	291.95	226.34	244.35	260.90	187.19	213.07	202.75	218.25	270.13	287.43	306.69	277.18	262.10	345.85	224.81	265.63	296.36	227.48	263.09	211.93	266.03	256.29	224.90
CLUG_05065	482720	101.86	113.74	89.24	110.97	109.06	108.43	92.95	79.29	93.89	169.70	287.36	97.94	109.71	242.00	322.91	84.53	78.81	81.42	82.78	426.36	136.91	139.67	97.73	114.42	268.48	278.64	281.48	294.97	240.74	270.73	242.97	236.52	297.17	241.85	260.64	271.81	178.74	194.47	208.18	228.00	285.22	290.90	327.60	287.72	265.58	356.97	220.75	263.13	295.03	230.45	261.33	215.16	266.80	251.52	248.01
CLUG_05066	484210	95.58	113.37	84.05	124.34	117.03	103.64	92.03	85.38	102.81	170.56	289.40	88.33	102.32	241.79	312.45	81.79	69.60	88.45	75.40	434.23	131.71	122.26	103.46	118.09	258.04	279.30	267.14	295.19	240.89	270.33	237.23	220.47	280.80	230.96	271.24	289.03	180.88	205.51	188.66	224.91	267.83	263.42	308.75	288.46	277.27	348.17	226.44	263.57	278.71	228.12	255.79	216.69	250.81	241.84	236.47
CLUG_05067	485455	104.11	133.04	84.96	141.21	125.42	99.77	102.68	84.01	103.34	194.85	300.34	111.49	103.21	255.82	346.26	101.56	80.35	95.60	92.38	484.79	144.78	146.51	108.49	126.64	287.56	274.11	279.64	332.98	253.30	285.15	232.49	238.16	296.99	235.65	650.31	285.99	211.57	197.52	195.73	213.47	299.40	281.03	348.93	279.75	285.64	389.27	238.34	277.98	308.75	251.61	270.30	239.76	230.39	263.61	244.78
CLUG_05068	486944	94.42	109.47	89.30	108.78	99.92	278.00	86.36	74.95	214.88	425.45	273.35	206.71	225.48	338.35	419.12	170.88	170.35	82.65	198.28	397.72	136.39	315.82	94.04	113.25	268.39	273.70	278.89	288.12	235.04	244.71	230.34	230.32	278.55	240.39	620.75	263.86	252.00	228.60	201.11	215.66	286.41	269.73	310.99	267.58	285.56	360.74	216.51	259.96	269.64	222.50	253.31	216.80	253.03	250.40	237.32
